DocType: Accounting Period,Period Name,期间名称
DocType: Maintenance Visit,Completion Status,完成状态
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Total payments amount can't be greater than {},付款总额不得超过{}
DocType: Daily Work Summary Group,Select Users,选择用户
DocType: Hotel Room Pricing Item,Hotel Room Pricing Item,酒店房间定价项目
DocType: Loyalty Program Collection,Tier Name,等级名称
DocType: HR Settings,Enter retirement age in years,输入退休年龄
DocType: Crop,Target Warehouse,目标仓库
DocType: Payroll Employee Detail,Payroll Employee Detail,薪资员工详细信息
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Please select a warehouse,请选择一个仓库
DocType: Cheque Print Template,Starting location from left edge,从左边起始位置
,Territory Target Variance Based On Item Group,基于项目组的地域目标差异
DocType: Upload Attendance,Import Attendance,导入考勤记录
apps/erpnext/erpnext/public/js/pos/pos.html,All Item Groups,所有物料群组
DocType: Work Order,Item To Manufacture,待生产物料
DocType: Leave Control Panel,Employment Type (optional),就业类型（可选）
DocType: Pricing Rule,Threshold for Suggestion,建议的门槛
apps/erpnext/erpnext/buying/utils.py,{0} {1} status is {2},{0} {1}的状态为{2}
DocType: Water Analysis,Collection Temperature ,收集温度
DocType: Employee,Provide Email Address registered in company,提供公司注册邮箱地址
DocType: Shopping Cart Settings,Enable Checkout,启用结帐
apps/erpnext/erpnext/config/help.py,Purchase Order to Payment,从采购订单到付款
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js,Projected Qty,预期可用数量
DocType: Sales Invoice,Payment Due Date,付款到期日
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,"Reserved Qty: Quantity ordered for sale, but not delivered.",版权所有数量：订购数量出售，但未交付。
DocType: Drug Prescription,Interval UOM,间隔UOM
DocType: Customer,"Reselect, if the chosen address is edited after save",重新选择，如果所选地址在保存后被编辑
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,Reserved Qty for Subcontract: Raw materials quantity to make subcontracted items.,分包合同的保留数量：制作分项目的原材料数量。
apps/erpnext/erpnext/stock/doctype/item/item.js,Item Variant {0} already exists with same attributes,项目变体{0}已经具有相同属性的存在
DocType: Item,Hub Publishing Details,集线器发布细节
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py,'Opening',“打开”
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html,Open To Do,打开代办事项
DocType: Pricing Rule,Mixed Conditions,混合条件
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Summary Saved,保存呼叫摘要
DocType: Issue,Via Customer Portal,通过客户门户
DocType: Employee Tax Exemption Proof Submission Detail,Actual Amount,实际金额
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,SGST Amount,SGST金额
DocType: Lab Test Template,Result Format,结果格式
DocType: Expense Claim,Expenses,费用
DocType: Service Level,Support Hours,支持小时
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Delivery Notes,送货单
DocType: Item Variant Attribute,Item Variant Attribute,产品规格属性
,Purchase Receipt Trends,采购收货趋势
DocType: Payroll Entry,Bimonthly,半月刊
DocType: Vehicle Service,Brake Pad,刹车片
DocType: Fertilizer,Fertilizer Contents,肥料含量
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Research & Development,研究与发展
apps/erpnext/erpnext/accounts/report/purchase_order_items_to_be_billed/purchase_order_items_to_be_billed.py,Amount to Bill,待开费用清单金额
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.js,Based On Payment Terms,根据付款条款
apps/erpnext/erpnext/config/settings.py,ERPNext Settings,ERP下载设置
DocType: Company,Registration Details,注册详细信息
apps/erpnext/erpnext/support/doctype/issue/issue.py,Couldn't Set Service Level Agreement {0}.,无法设置服务水平协议{0}。
DocType: Timesheet,Total Billed Amount,总可开单金额
DocType: Item Reorder,Re-Order Qty,再订货数量
DocType: Leave Block List Date,Leave Block List Date,禁离日日期
DocType: Quality Feedback Parameter,Quality Feedback Parameter,质量反馈参数
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,BOM #{0}: Raw material cannot be same as main Item,物料清单＃{0}：原材料不能是BOM产出物料
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,Total Applicable Charges in Purchase Receipt Items table must be same as Total Taxes and Charges,基于采购收货单信息计算的总税费必须与采购单（单头）的总税费一致
DocType: Production Plan Item,"If enabled, system will create the work order for the exploded items against which BOM is available.",如果启用，系统将为BOM可用的爆炸项目创建工作订单。
DocType: Sales Team,Incentives,激励政策
DocType: SMS Log,Requested Numbers,请求号码
DocType: Volunteer,Evening,晚间
DocType: Quiz,Quiz Configuration,测验配置
DocType: Vital Signs,Normal,正常
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py,"Enabling 'Use for Shopping Cart', as Shopping Cart is enabled and there should be at least one Tax Rule for Shopping Cart",作为启用的购物车已启用“使用购物车”，而应该有购物车至少有一个税务规则
DocType: Sales Invoice Item,Stock Details,库存详细信息
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py,Project Value,项目价值
apps/erpnext/erpnext/config/help.py,Point-of-Sale,销售点
DocType: Fee Schedule,Fee Creation Status,费用创建状态
apps/erpnext/erpnext/utilities/activation.py,Create Sales Orders to help you plan your work and deliver on-time,创建销售订单以帮助您规划工作并按时交付
DocType: Vehicle Log,Odometer Reading,里程表读数
apps/erpnext/erpnext/accounts/doctype/account/account.py,"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'",科目余额已设置为'贷方'，不能设置为'借方'
DocType: Account,Balance must be,余额必须是
,Available Qty,可用数量
DocType: Shopify Settings,Default Warehouse to to create Sales Order and Delivery Note,默认仓库到创建销售订单和交货单
DocType: Purchase Taxes and Charges,On Previous Row Total,基于前一行的总计
DocType: Purchase Invoice Item,Rejected Qty,拒收数量
DocType: Setup Progress Action,Action Field,操作字段
DocType: Healthcare Settings,Manage Customer,管理客户
DocType: Amazon MWS Settings,Always synch your products from Amazon MWS before synching the Orders details,在同步订单详细信息之前，始终从亚马逊MWS同步您的产品
DocType: Delivery Trip,Delivery Stops,交货站点
DocType: Salary Slip,Working Days,工作日
apps/erpnext/erpnext/accounts/deferred_revenue.py,Cannot change Service Stop Date for item in row {0},无法更改行{0}中项目的服务停止日期
DocType: Serial No,Incoming Rate,入库库存评估价
DocType: Packing Slip,Gross Weight,毛重
DocType: Leave Type,Encashment Threshold Days,最大允许折现天数
,Final Assessment Grades,最终评估等级
apps/erpnext/erpnext/public/js/setup_wizard.js,The name of your company for which you are setting up this system.,贵公司的名称
DocType: HR Settings,Include holidays in Total no. of Working Days,将假期包含在工作日内
apps/erpnext/erpnext/setup/setup_wizard/operations/sample_data.py,Setup your Institute in ERPNext,在ERPNext中设置您的研究所
DocType: Agriculture Analysis Criteria,Plant Analysis,植物分析
DocType: Task,Timeline,时间线
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Hold,暂缓处理
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js,Alternate Item,替代物料
DocType: Shopify Log,Request Data,请求数据
DocType: Employee,Date of Joining,入职日期
DocType: Naming Series,Update Series,更新系列
DocType: Supplier Quotation,Is Subcontracted,是否外包
DocType: Restaurant Table,Minimum Seating,最小的座位
DocType: Item Attribute,Item Attribute Values,物料属性值
DocType: Examination Result,Examination Result,考试成绩
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Purchase Receipt,采购收货单
,Received Items To Be Billed,待开费用清单已收货物料
DocType: Purchase Invoice,Accounting Dimensions,会计维度
,Subcontracted Raw Materials To Be Transferred,分包原材料将被转让
apps/erpnext/erpnext/config/accounting.py,Currency exchange rate master.,货币汇率主数据
,Sales Person Target Variance Based On Item Group,基于项目组的销售人员目标差异
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Reference Doctype must be one of {0},参考文档类型必须是一个{0}
apps/erpnext/erpnext/stock/report/warehouse_wise_item_balance_age_and_value/warehouse_wise_item_balance_age_and_value.js,Filter Total Zero Qty,过滤器总计零数量
DocType: Work Order,Plan material for sub-assemblies,计划材料为子组件
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,BOM {0} must be active,物料清单{0}必须处于激活状态
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py,No Items available for transfer,无可移转物料
DocType: Employee Boarding Activity,Activity Name,活动名称
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Change Release Date,更改审批日期
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Finished product quantity <b>{0}</b> and For Quantity <b>{1}</b> cannot be different,成品数量<b>{0}</b>和数量<b>{1}</b>不能不同
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,Closing (Opening + Total),期末（期初+总计）
DocType: Delivery Settings,Dispatch Notification Attachment,发货通知附件
DocType: Payroll Entry,Number Of Employees,在职员工人数
DocType: Journal Entry,Depreciation Entry,折旧分录
apps/erpnext/erpnext/selling/report/sales_partner_commission_summary/sales_partner_commission_summary.py,Please select the document type first,请先选择文档类型
apps/erpnext/erpnext/stock/doctype/item/item.py,You have to enable auto re-order in Stock Settings to maintain re-order levels.,您必须在库存设置中启用自动重新订购才能维持重新订购级别。
apps/erpnext/erpnext/maintenance/doctype/maintenance_visit/maintenance_visit.py,Cancel Material Visits {0} before cancelling this Maintenance Visit,取消此上门保养之前请先取消物料访问{0}
DocType: Pricing Rule,Rate or Discount,价格或折扣
apps/erpnext/erpnext/accounts/doctype/bank/bank_dashboard.py,Bank Details,银行明细
DocType: Vital Signs,One Sided,单面
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,Serial No {0} does not belong to Item {1},序列号{0}不属于物料{1}
DocType: Purchase Order Item Supplied,Required Qty,需求数量
DocType: Marketplace Settings,Custom Data,自定义数据
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py,Warehouses with existing transaction can not be converted to ledger.,有现有的交易的仓库不能转换到总帐。
DocType: Service Day,Service Day,服务日
apps/erpnext/erpnext/projects/doctype/project/project.py,Project Summary for {0},{0}的项目摘要
apps/erpnext/erpnext/hub_node/api.py,Unable to update remote activity,无法更新远程活动
apps/erpnext/erpnext/controllers/buying_controller.py,Serial no is mandatory for the item {0},物料{0}的序列号必填
DocType: Bank Reconciliation,Total Amount,总金额
apps/erpnext/erpnext/accounts/report/tds_computation_summary/tds_computation_summary.py,From Date and To Date lie in different Fiscal Year,从日期和到期日位于不同的财政年度
apps/erpnext/erpnext/healthcare/utils.py,The Patient {0} do not have customer refrence to invoice,患者{0}没有客户参考费用清单
DocType: Quality Feedback Template,Quality Feedback Template,质量反馈模板
apps/erpnext/erpnext/config/education.py,LMS Activity,LMS活动
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Internet Publishing,互联网出版
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.js,Creating {0} Invoice,创建{0}费用清单
DocType: Medical Code,Medical Code Standard,医疗代码标准
DocType: Soil Texture,Clay Composition (%),粘土成分（％）
DocType: Item Group,Item Group Defaults,项目组默认值
