DocType: Accounting Period,Period Name,Időszak neve
apps/erpnext/erpnext/hr/doctype/staffing_plan/staffing_plan.py,"{0} vacancies and {1} budget for {2} already planned for subsidiary companies of {3}. \
				You can only plan for upto {4} vacancies and and budget {5} as per staffing plan {6} for parent company {3}.","{0} álláshelyet és {1} költségvetést erre: {2} már terveztek a {3} leányvállalatra. \
				Csak  {4}-ig lehet tervezni álláshelyet  és {5}-ig költségvetést a {6} személyzet tervezéshez a {3} forrás vállalkozáshoz."
DocType: HR Settings,Stop Birthday Reminders,Születésnapi emlékeztetők kikapcsolása
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,Please set Default Payroll Payable Account in Company {0},"Kérjük, állítsa be alapértelmezett Bérszámfejtés fizetendő számlát a cégben: {0}"
DocType: Pricing Rule Brand,Pricing Rule Brand,Árképzési szabály márka
DocType: Amazon MWS Settings,Get financial breakup of Taxes and charges data by Amazon ,Szerezd meg az adók és díjak adatait az Amazon részéről
DocType: SMS Center,Receiver List,Fogadófél lista
DocType: Pricing Rule,Rule Description,Szabály leírása
apps/erpnext/erpnext/accounts/page/pos/pos.js,Search Item,Tétel keresése
DocType: Program,Allow Self Enroll,Engedélyezze az ön beiratkozást
DocType: Payment Schedule,Payment Amount,Kifizetés összege
apps/erpnext/erpnext/hr/doctype/compensatory_leave_request/compensatory_leave_request.py,Half Day Date should be in between Work From Date and Work End Date,Félnapos dátumának a munka kezdési és a befejező dátum köztinek kell lennie
DocType: Healthcare Settings,Healthcare Service Items,Egészségügyi szolgáltatási tételek
apps/erpnext/erpnext/stock/doctype/quick_stock_balance/quick_stock_balance.py,Invalid Barcode. There is no Item attached to this barcode.,Érvénytelen vonalkód. Ehhez a vonalkódhoz nincs csatolt elem.
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py,Consumed Amount,Elfogyasztott mennyiség
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py,Net Change in Cash,Nettó készpénz változás
DocType: Assessment Plan,Grading Scale,Osztályozás időszak
apps/erpnext/erpnext/stock/doctype/item/item.py,Unit of Measure {0} has been entered more than once in Conversion Factor Table,Mértékegység {0} amit egynél többször adott meg a konverziós tényező táblázatban
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Stock In Hand,Raktárról
apps/erpnext/erpnext/hr/doctype/employee_benefit_application/employee_benefit_application.py,"Please add the remaining benefits {0} to the application as \
				pro-rata component",Adja hozzá a fennmaradó előnyöket {0} az alkalmazáshoz \ pro-rata komponensként
apps/erpnext/erpnext/regional/italy/utils.py,Please set Fiscal Code for the public administration '%s',"Kérjük, állítsa be a (% s) közigazgatás adószámát"
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py,Cost of Issued Items,Problémás tételek költsége
DocType: Healthcare Practitioner,Hospital,Kórház
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,Quantity must not be more than {0},"Mennyiség nem lehet több, mint {0}"
DocType: Travel Request Costing,Funded Amount,Támogatott összeg
apps/erpnext/erpnext/accounts/report/balance_sheet/balance_sheet.py,Previous Financial Year is not closed,Előző pénzügyi év nem zárt
DocType: Practitioner Schedule,Practitioner Schedule,Gyakorló menetrend
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Age (Days),Életkor (napok)
DocType: Instructor,EDU-INS-.YYYY.-,EDU-INS-.YYYY.-
DocType: Additional Salary,Additional Salary,További juttatás
DocType: Quotation Item,Quotation Item,Árajánlat tétele
DocType: Customer,Customer POS Id,Vevő POS azon
apps/erpnext/erpnext/education/utils.py,Student with email {0} does not exist,A (z) {0} e-mail című hallgató nem létezik
DocType: Account,Account Name,Számla név
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js,From Date cannot be greater than To Date,"Dátumtól nem lehet nagyobb, mint dátumig"
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,Serial No {0} quantity {1} cannot be a fraction,Szériaszám: {0} és mennyiség: {1} nem lehet törtrész
DocType: Pricing Rule,Apply Discount on Rate,Alkalmazzon kedvezményt az áron
DocType: Tally Migration,Tally Debtors Account,Tally Adósok számla
DocType: Pricing Rule,Promotional Scheme,Promóciós rendszer
apps/erpnext/erpnext/erpnext_integrations/doctype/woocommerce_settings/woocommerce_settings.py,Please enter Woocommerce Server URL,"Kérjük, adja meg a Woocommerce kiszolgáló URL-jét"
DocType: GSTR 3B Report,September,szeptember
DocType: Purchase Order Item,Supplier Part Number,Beszállítói alkatrész szám
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Conversion rate cannot be 0 or 1,Váltási arány nem lehet 0 vagy 1
apps/erpnext/erpnext/accounts/page/bank_reconciliation/linked_payment_header.html,Payment Name,Fizetés neve
DocType: Share Balance,To No,Nem
apps/erpnext/erpnext/hr/doctype/employee_onboarding/employee_onboarding.py,All the mandatory Task for employee creation hasn't been done yet.,A munkavállalók létrehozásár az összes kötelezõ feladat még nem lett elvégezve.
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py,{0} {1} is cancelled or stopped,{0} {1} törlik vagy megállt
DocType: Accounts Settings,Credit Controller,Követelés felügyelője
DocType: Loan,Applicant Type,Pályázó típusa
DocType: Purchase Invoice,03-Deficiency in services,03-Szolgáltatások hiányosságai
DocType: Healthcare Settings,Default Medical Code Standard,Alapértelmezett orvosi kódex szabvány
DocType: Purchase Invoice Item,HSN/SAC,HSN/SAC
DocType: Project Template Task,Project Template Task,Projektsablon feladat
DocType: Accounts Settings,Over Billing Allowance (%),Túlfizetési támogatás (%)
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Purchase Receipt {0} is not submitted,Beszerzési megrendelés nyugta {0} nem nyújtják be
DocType: Company,Default Payable Account,Alapértelmezett kifizetendő számla
apps/erpnext/erpnext/config/website.py,"Settings for online shopping cart such as shipping rules, price list etc.","Beállítások az Online bevásárlókosárhoz, mint a szállítás szabályai, árlisták stb"
DocType: Purchase Receipt,MAT-PRE-.YYYY.-,MAT-PRE-.YYYY.-
apps/erpnext/erpnext/controllers/website_list_for_contact.py,{0}% Billed,{0}% számlázott
apps/erpnext/erpnext/stock/report/stock_projected_qty/stock_projected_qty.py,Reserved Qty,Lefoglalt mennyiség
DocType: Party Account,Party Account,Ügyfél számlája
apps/erpnext/erpnext/hr/doctype/staffing_plan/staffing_plan.py,Please select Company and Designation,"Kérjük, válassza a Vállalkozást és a Titulus lehetőséget"
apps/erpnext/erpnext/config/settings.py,Human Resources,Emberi erőforrások HR
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Upper Income,Magasabb jövedelem
DocType: Item Manufacturer,Item Manufacturer,Tétel Gyártója
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Create New Lead,Új ólom létrehozása
DocType: BOM Operation,Batch Size,Csomó méret
apps/erpnext/erpnext/education/doctype/student_applicant/student_applicant.js,Reject,Elutasít
DocType: Journal Entry Account,Debit in Company Currency,Tartozik a vállalat pénznemében
apps/erpnext/erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.js,Import Successfull,Sikeres importálás
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,"Material Request not created, as quantity for Raw Materials already available.","Alapanyag igény nincs létrehozva, mivel a mennyiség az alapanyagra már elérhető."
DocType: BOM Item,BOM Item,Anyagjegyzék tétel
DocType: Appraisal,For Employee,Alkalmazottnak
DocType: Leave Control Panel,Designation (optional),Megnevezés (választható)
apps/erpnext/erpnext/stock/stock_ledger.py,"Valuation rate not found for the Item {0}, which is required to do accounting entries for {1} {2}. If the item is transacting as a zero valuation rate item in the {1}, please mention that in the {1} Item table. Otherwise, please create an incoming stock transaction for the item or mention valuation rate in the Item record, and then try submiting / cancelling this entry.","A (z) {0} tételhez nem található értékelési arány, amelyet a (z) {1} {2} számviteli bejegyzéseinek elvégzéséhez szükséges. Ha az elem nulla értékelési ráta tételként működik a {1} -ben, kérjük, említse meg a {1} Táblázatban. Ellenkező esetben kérjük, hozzon létre egy beérkező készlet tranzakciót az elemhez, vagy említse meg az elemzési értéket az Elem-rekordban, majd próbálja meg benyújtani / törölni ezt a bejegyzést."
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row {0}: Advance against Supplier must be debit,Sor {0}: Beszálító előlegénak terhelésnek kell lennie
DocType: Company,Default Values,Alapértelmezett értékek
DocType: Certification Application,INR,INR
apps/erpnext/erpnext/erpnext_integrations/doctype/tally_migration/tally_migration.py,Processing Party Addresses,Feldolgozó fél címei
DocType: Woocommerce Settings,Creation User,Létrehozás felhasználó
DocType: Quality Procedure,Quality Procedure,Minőségi eljárás
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,Please check the error log for details about the import errors,Ellenőrizze a hibanaplót az importálási hibák részleteivel kapcsolatban
DocType: Bank Transaction,Reconciled,Egyeztetett
DocType: Expense Claim,Total Amount Reimbursed,Visszatérített teljes összeg
apps/erpnext/erpnext/hr/doctype/vehicle/vehicle_dashboard.py,This is based on logs against this Vehicle. See timeline below for details,Ennek alapja a naplók ehhez a járműhöz. Lásd az alábbi idővonalat a részletehez
apps/erpnext/erpnext/hr/doctype/additional_salary/additional_salary.py,Payroll date can not be less than employee's joining date,A bérlista dátuma nem lehet kisebb az alkalmazott csatlakozásának dátumánál.
DocType: Pick List,Item Locations,Elem helye
apps/erpnext/erpnext/accounts/doctype/payment_order/payment_order.py,{0} {1} created,{0} {1} létrehozott
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py,"Job Openings for designation {0} already open \
					or hiring completed as per Staffing Plan {1}",Munkahely üresedés a {0} titulus kijelöléshez már megnyitott \ vagy felvétel befejezve a  {1} személyzeti terv szerint
apps/erpnext/erpnext/public/js/hub/pages/PublishedItems.vue,You can publish upto 200 items.,Legfeljebb 200 elemet tehet közzé.
DocType: Vital Signs,Constipated,Székrekedéses
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Against Supplier Invoice {0} dated {1},Beszállító Ellenszámla {0} dátuma {1}
DocType: Customer,Default Price List,Alapértelmezett árlista
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Asset Movement record {0} created,Vagyontárgy mozgás bejegyzés {0} létrehozva
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py,You cannot delete Fiscal Year {0}. Fiscal Year {0} is set as default in Global Settings,"Nem törölheti ezt a Pénzügyi évet: {0}. Pénzügyi év: {0} az alapértelmezett beállítás, a Globális beállításokban"
DocType: Share Transfer,Equity/Liability Account,Tőke / felelősség számla
apps/erpnext/erpnext/setup/doctype/customer_group/customer_group.py,A customer with the same name already exists,Már létezik egy azonos nevű vásárló
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.js,This will submit Salary Slips and create accrual Journal Entry. Do you want to proceed?,Ez Bérpapírt küld és létrehoz egy aktuális naplóbejegyzést. Akarod folytatni?
DocType: Purchase Invoice,Total Net Weight,Teljes nettó súly
DocType: Purchase Order,Order Confirmation No,Megrendelés visszaigazolás száma
apps/erpnext/erpnext/accounts/report/gross_and_net_profit_report/gross_and_net_profit_report.py,Net Profit,Nettó nyereség
DocType: Purchase Invoice,Eligibility For ITC,Jogosultság az ITC használatára
DocType: Student Applicant,EDU-APP-.YYYY.-,EDU-APP-.YYYY.-
DocType: Journal Entry,Entry Type,Bejegyzés típusa
,Customer Credit Balance,Vevőkövetelés egyenleg
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py,Net Change in Accounts Payable,Nettó Beszállítói követelések változása
apps/erpnext/erpnext/selling/doctype/customer/customer.py,Credit limit has been crossed for customer {0} ({1}/{2}),A hitelkeretet átlépte ez az ügyfél {0} ({1} / {2})
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Customer required for 'Customerwise Discount',Vevő szükséges ehhez: 'Vevőszerinti kedvezmény'
apps/erpnext/erpnext/config/accounting.py,Update bank payment dates with journals.,Frissítse a bank fizetési időpontokat a jelentésekkel.
,Billed Qty,Számlázott mennyiség
apps/erpnext/erpnext/stock/doctype/item/item_dashboard.py,Pricing,Árazás
DocType: Employee,Attendance Device ID (Biometric/RF tag ID),Jelenlévő eszköz azonosítója (biometrikus / RF címke azonosítója)
DocType: Quotation,Term Details,ÁSZF részletek
DocType: Item,Over Delivery/Receipt Allowance (%),Túlzott szállítási / átvételi kedvezmény (%)
DocType: Employee Incentive,Employee Incentive,Munkavállalói ösztönzés
apps/erpnext/erpnext/education/doctype/student_group/student_group.py,Cannot enroll more than {0} students for this student group.,"Nem lehet regisztrálni, több mint {0} diákot erre a diákcsoportra."
apps/erpnext/erpnext/templates/print_formats/includes/total.html,Total (Without Tax),Összesen (adó nélkül/nettó)
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Lead Count,Érdeklődés számláló
apps/erpnext/erpnext/stock/report/item_price_stock/item_price_stock.py,Stock Available,Raktáron lévő
DocType: Manufacturing Settings,Capacity Planning For (Days),Kapacitás tervezés enyi időre (napok)
apps/erpnext/erpnext/buying/doctype/supplier/supplier_dashboard.py,Procurement,Beszerzés
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,None of the items have any change in quantity or value.,"Egyik tételnek sem változott mennyisége, illetve értéke."
apps/erpnext/erpnext/education/doctype/program_enrollment_tool/program_enrollment_tool.py,Mandatory field - Program,Kötelező mező - Program
DocType: Special Test Template,Result Component,Eredmény összetevő
apps/erpnext/erpnext/maintenance/doctype/maintenance_visit/maintenance_visit.js,Warranty Claim,Jótállási igény
