DocType: Accounting Period,Period Name,ชื่อช่วงเวลา
DocType: Item,Is Item from Hub,รายการจากฮับ
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Get Items from Healthcare Services,รับสินค้าจากบริการด้านสุขภาพ
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.py,Row {0}: Activity Type is mandatory.,แถว {0}: ประเภทกิจกรรมมีผลบังคับใช้
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Dividends Paid,การจ่ายเงินปันผล
apps/erpnext/erpnext/accounts/doctype/invoice_discounting/invoice_discounting.js,Accounting Ledger,บัญชีแยกประเภท
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.js,Difference Amount,ความแตกต่างจำนวน
DocType: Purchase Invoice,Reverse Charge,Reverse Charge
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Retained Earnings,กำไรสะสม
DocType: Job Card,Timing Detail,รายละเอียดของช่วงเวลา
DocType: Purchase Invoice,05-Change in POS,05 - เปลี่ยน POS
DocType: Vehicle Log,Service Detail,รายละเอียดบริการ
DocType: BOM,Item Description,รายละเอียดสินค้า
DocType: Student Sibling,Student Sibling,พี่น้องนักศึกษา
apps/erpnext/erpnext/accounts/report/sales_payment_summary/sales_payment_summary.py,Payment Mode,วิธีการชำระเงิน
DocType: Purchase Invoice,Supplied Items,จัดรายการ
apps/erpnext/erpnext/restaurant/doctype/restaurant_order_entry/restaurant_order_entry.py,Please set an active menu for Restaurant {0},โปรดตั้งเมนูที่ใช้งานสำหรับร้านอาหาร {0}
apps/erpnext/erpnext/selling/report/sales_partner_commission_summary/sales_partner_commission_summary.py,Commission Rate %,อัตราค่านายหน้า%
DocType: Woocommerce Settings,"This warehouse will be used to create Sale Orders. The fallback warehouse is ""Stores"".",คลังสินค้านี้จะถูกใช้เพื่อสร้างคำสั่งขาย คลังสินค้าทางเลือกคือ &quot;ร้านค้า&quot;
DocType: Work Order,Qty To Manufacture,จำนวนการผลิต
DocType: Email Digest,New Income,รายได้ใหม่
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Open Lead,เปิดตะกั่ว
DocType: Buying Settings,Maintain same rate throughout purchase cycle,รักษาอัตราเดียวกันตลอดวงจรการซื้อ
DocType: Opportunity Item,Opportunity Item,รายการโอกาส
DocType: Quality Action,Quality Review,ตรวจสอบคุณภาพ
,Student and Guardian Contact Details,นักเรียนและผู้ปกครองรายละเอียดการติดต่อ
apps/erpnext/erpnext/accounts/doctype/account/account.js,Merge Account,ผสานบัญชี
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py,Row {0}: For supplier {0} Email Address is required to send email,แถว {0}: สำหรับผู้จัดจำหน่าย {0} อีเมล์จะต้องส่งอีเมล
DocType: Shift Type,Attendance will be marked automatically only after this date.,ผู้เข้าร่วมจะถูกทำเครื่องหมายอัตโนมัติหลังจากวันที่นี้เท่านั้น
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Temporary Opening,เปิดชั่วคราว
,Employee Leave Balance,ยอดคงเหลือพนักงานออก
apps/erpnext/erpnext/quality_management/doctype/quality_procedure/quality_procedure_tree.js,New Quality Procedure,กระบวนการคุณภาพใหม่
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,Balance for Account {0} must always be {1},ยอดคงเหลือ บัญชี {0} จะต้อง {1}
DocType: Patient Appointment,More Info,ข้อมูลเพิ่มเติม
DocType: Supplier Scorecard,Scorecard Actions,การดำเนินการตามสกอร์การ์ด
apps/erpnext/erpnext/utilities/user_progress.py,Example: Masters in Computer Science,ตัวอย่าง: ปริญญาโทในสาขาวิทยาศาสตร์คอมพิวเตอร์
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation.py,Supplier {0} not found in {1},ผู้ขาย {0} ไม่พบใน {1}
DocType: Purchase Invoice,Rejected Warehouse,คลังสินค้าปฏิเสธ
DocType: GL Entry,Against Voucher,กับบัตรกำนัล
DocType: Item Default,Default Buying Cost Center,ศูนย์รายจ่ายการซื้อเริ่มต้น
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_transaction_row.html,New Payment,ใหม่การชำระเงิน
apps/erpnext/erpnext/setup/page/welcome_to_erpnext/welcome_to_erpnext.html,"To get the best out of ERPNext, we recommend that you take some time and watch these help videos.",เพื่อให้ได้สิ่งที่ดีที่สุดของ ERPNext เราขอแนะนำให้คุณใช้เวลาในการดูวิดีโอเหล่านี้ช่วย
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js,For Default Supplier (optional),สำหรับผู้จัดจำหน่ายเริ่มต้น (ตัวเลือก)
DocType: Supplier Quotation Item,Lead Time in days,ระยะเวลาในวันที่
apps/erpnext/erpnext/selling/report/sales_partner_target_variance_based_on_item_group/item_group_wise_sales_target_variance.py,Target ({}),เป้าหมาย ({})
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js,Accounts Payable Summary,สรุปบัญชีเจ้าหนี้
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,Not authorized to edit frozen Account {0},ได้รับอนุญาตให้ แก้ไข บัญชี แช่แข็ง {0}
DocType: Journal Entry,Get Outstanding Invoices,รับใบแจ้งหนี้ค้าง
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Sales Order {0} is not valid,การขายสินค้า {0} ไม่ถูกต้อง
DocType: Supplier Scorecard,Warn for new Request for Quotations,แจ้งเตือนคำขอใหม่สำหรับใบเสนอราคา
apps/erpnext/erpnext/utilities/activation.py,Purchase orders help you plan and follow up on your purchases,คำสั่งซื้อที่ช่วยให้คุณวางแผนและติดตามในการซื้อสินค้าของคุณ
apps/erpnext/erpnext/healthcare/doctype/lab_test/lab_test.js,Lab Test Prescriptions,ข้อกำหนดการทดสอบในแล็บ
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py,"The total Issue / Transfer quantity {0} in Material Request {1}  \
							cannot be greater than requested quantity {2} for Item {3}",ปริมาณการเบิก / โอนทั้งหมด {0} วัสดุในการจอง {1} \ ไม่สามารถจะสูงกว่าปริมาณการร้องขอ {2} สำหรับรายการ {3}
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Small,เล็ก
DocType: Shopify Settings,"If Shopify not contains a customer in Order, then while syncing Orders, the system will consider default customer for order",หาก Shopify ไม่มีลูกค้าอยู่ในคำสั่งซื้อจากนั้นในขณะที่ซิงค์คำสั่งซื้อระบบจะพิจารณาลูกค้าเริ่มต้นสำหรับการสั่งซื้อ
DocType: Opening Invoice Creation Tool Item,Opening Invoice Creation Tool Item,เปิดรายการเครื่องมือสร้างใบแจ้งหนี้
