DocType: Accounting Period,Period Name,Име периода
DocType: Request for Quotation Supplier,Quote Status,Куоте Статус
DocType: GoCardless Settings,Webhooks Secret,Вебхоокс Сецрет
DocType: Maintenance Visit,Completion Status,Завршетак статус
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Total payments amount can't be greater than {},Укупни износ плаћања не може бити већи од {}
DocType: Daily Work Summary Group,Select Users,Изаберите Кориснике
DocType: Hotel Room Pricing Item,Hotel Room Pricing Item,Ставка за хотелску собу
DocType: Loyalty Program Collection,Tier Name,Тиер Наме
DocType: HR Settings,Enter retirement age in years,Унесите старосну границу за пензионисање у годинама
DocType: Crop,Target Warehouse,Циљна Магацин
DocType: Payroll Employee Detail,Payroll Employee Detail,Детаљи о запосленима
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Please select a warehouse,Изаберите складиште
DocType: Cheque Print Template,Starting location from left edge,Почетна локација од леве ивице
,Territory Target Variance Based On Item Group,Варијација циљне територије на основу групе предмета
DocType: Upload Attendance,Import Attendance,Увоз Гледалаца
apps/erpnext/erpnext/public/js/pos/pos.html,All Item Groups,Все Группы товаров
DocType: Work Order,Item To Manufacture,Ставка за производњу
DocType: Leave Control Panel,Employment Type (optional),Врста запослења (изборно)
DocType: Pricing Rule,Threshold for Suggestion,Праг за сугестију
apps/erpnext/erpnext/buying/utils.py,{0} {1} status is {2},{0} {1} статус {2}
DocType: Water Analysis,Collection Temperature ,Температура колекције
DocType: Employee,Provide Email Address registered in company,Обезбеди емаил адресу регистрован у предузећу
DocType: Shopping Cart Settings,Enable Checkout,Омогући Цхецкоут
apps/erpnext/erpnext/config/help.py,Purchase Order to Payment,Налог за куповину на исплату
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js,Projected Qty,Пројектовани Кол
DocType: Sales Invoice,Payment Due Date,Плаћање Дуе Дате
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,"Reserved Qty: Quantity ordered for sale, but not delivered.","Резервисано Кол : Количина наредио за продају , али не испоручује ."
DocType: Drug Prescription,Interval UOM,Интервал УОМ
DocType: Customer,"Reselect, if the chosen address is edited after save","Поново изабери, ако је одабрана адреса уређена након чувања"
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,Reserved Qty for Subcontract: Raw materials quantity to make subcontracted items.,Количина резервисаног за подуговор: Количине сировина за израду предмета за подухват.
apps/erpnext/erpnext/stock/doctype/item/item.js,Item Variant {0} already exists with same attributes,Тачка Варијанта {0} већ постоји са истим атрибутима
DocType: Item,Hub Publishing Details,Детаљи издавања станице
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py,'Opening',&#39;Отварање&#39;
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html,Open To Do,Опен То До
DocType: Pricing Rule,Mixed Conditions,Мешани услови
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Summary Saved,Сажетак позива је сачуван
DocType: Issue,Via Customer Portal,Преко Корисничког Портала
DocType: Employee Tax Exemption Proof Submission Detail,Actual Amount,Стварни износ
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,SGST Amount,СГСТ Износ
DocType: Lab Test Template,Result Format,Формат резултата
DocType: Expense Claim,Expenses,расходы
DocType: Service Level,Support Hours,Подршка време
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Delivery Notes,Доставнице
DocType: Item Variant Attribute,Item Variant Attribute,Тачка Варијанта Атрибут
,Purchase Receipt Trends,Куповина Трендови Пријем
DocType: Payroll Entry,Bimonthly,часопис који излази свака два месеца
DocType: Vehicle Service,Brake Pad,brake Пад
DocType: Fertilizer,Fertilizer Contents,Садржај ђубрива
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Research & Development,Истраживање и развој
apps/erpnext/erpnext/accounts/report/purchase_order_items_to_be_billed/purchase_order_items_to_be_billed.py,Amount to Bill,Износ на Предлог закона
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.js,Based On Payment Terms,На основу услова плаћања
apps/erpnext/erpnext/config/settings.py,ERPNext Settings,Подешавања ЕРПНект
DocType: Company,Registration Details,Регистрација Детаљи
apps/erpnext/erpnext/support/doctype/issue/issue.py,Couldn't Set Service Level Agreement {0}.,Није могуће подесити уговор о нивоу услуге {0}.
DocType: Timesheet,Total Billed Amount,Укупно Приходована Износ
DocType: Item Reorder,Re-Order Qty,Поново поручивање
DocType: Leave Block List Date,Leave Block List Date,Оставите Датум листу блокираних
DocType: Quality Feedback Parameter,Quality Feedback Parameter,Параметар за повратне информације о квалитету
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,BOM #{0}: Raw material cannot be same as main Item,БОМ # {0}: Сировина не може бити иста као главна ставка
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,Total Applicable Charges in Purchase Receipt Items table must be same as Total Taxes and Charges,Укупно Важећи Оптужбе у куповини потврда за ставке табели мора бити исти као и укупних пореза и накнада
DocType: Production Plan Item,"If enabled, system will create the work order for the exploded items against which BOM is available.","Ако је омогућено, систем ће креирати радни налог за експлодиране предмете против којих је БОМ доступан."
