DocType: Accounting Period,Period Name,Nama Tempoh
DocType: Bank Account,Change this date manually to setup the next synchronization start date,Ubah tarikh ini secara manual untuk menetapkan tarikh permulaan penyegerakan seterusnya
DocType: Leave Type,Max Leaves Allowed,Daun Maks Dibenarkan
DocType: Account,"If the account is frozen, entries are allowed to restricted users.","Jika akaun dibekukan, entri dibenarkan pengguna terhad."
DocType: Email Digest,Bank Balance,Baki Bank
apps/erpnext/erpnext/controllers/accounts_controller.py,Accounting Entry for {0}: {1} can only be made in currency: {2},Kemasukan Perakaunan untuk {0}: {1} hanya boleh dibuat dalam mata wang: {2}
DocType: HR Settings,Leave Approver Mandatory In Leave Application,Tinggalkan Permohonan Mandat Masuk Pendahuluan
DocType: Job Opening,"Job profile, qualifications required etc.","Profil kerja, kelayakan yang diperlukan dan lain-lain"
DocType: Journal Entry Account,Account Balance,Baki Akaun
apps/erpnext/erpnext/config/accounting.py,Tax Rule for transactions.,Peraturan cukai bagi urus niaga.
DocType: Rename Tool,Type of document to rename.,Jenis dokumen untuk menamakan semula.
apps/erpnext/erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.js,Resolve error and upload again.,Selesaikan kesilapan dan muat naik lagi.
DocType: Buying Settings,Over Transfer Allowance (%),Lebih Elaun Pemindahan (%)
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,{0} {1}: Customer is required against Receivable account {2},{0} {1}: Pelanggan dikehendaki terhadap akaun Belum Terima {2}
DocType: Purchase Invoice,Total Taxes and Charges (Company Currency),Jumlah Cukai dan Caj (Mata Wang Syarikat)
DocType: Weather,Weather Parameter,Parameter Cuaca
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.js,Show unclosed fiscal year's P&L balances,Tunjukkan P &amp; baki L tahun fiskal unclosed ini
DocType: Item,Asset Naming Series,Siri Penamaan Aset
DocType: Appraisal,HR-APR-.YY.-.MM.,HR-APR-.YY.-.MM.
apps/erpnext/erpnext/regional/india/utils.py,House rented dates should be atleast 15 days apart,Tarikh sewa rumah sepatutnya tidak terpakai selama 15 hari
DocType: Clinical Procedure Template,Collection Details,Butiran Koleksi
DocType: POS Profile,Allow Print Before Pay,Benarkan Cetak Sebelum Bayar
DocType: Linked Soil Texture,Linked Soil Texture,Tekstur tanah yang berkaitan
DocType: Shipping Rule,Shipping Account,Akaun Penghantaran
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,{0} {1}: Account {2} is inactive,{0} {1}: Akaun {2} tidak aktif
DocType: GSTR 3B Report,March,Mac
DocType: Bank Statement Transaction Entry,Bank Transaction Entries,Penyertaan Transaksi Bank
DocType: Quality Inspection,Readings,Bacaan
DocType: Stock Entry,Total Additional Costs,Jumlah Kos Tambahan
DocType: Quality Action,Quality Action,Tindakan Kualiti
apps/erpnext/erpnext/crm/report/lead_conversion_time/lead_conversion_time.py,No of Interactions,Tiada Interaksi
DocType: BOM,Scrap Material Cost(Company Currency),Kos Scrap bahan (Syarikat Mata Wang)
apps/erpnext/erpnext/support/doctype/service_level/service_level.py,"Set Start Time and End Time for  \
					Support Day {0} at index {1}.",Tetapkan Masa Mula dan Masa Akhir untuk Hari Sokongan {0} pada indeks {1}.
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Sub Assemblies,Dewan Sub
DocType: Asset,Asset Name,Nama aset
DocType: Employee Boarding Activity,Task Weight,tugas Berat
DocType: Shipping Rule Condition,To Value,Untuk Nilai
DocType: Accounts Settings,Automatically Add Taxes and Charges from Item Tax Template,Secara automatik menambah Cukai dan Caj dari Templat Cukai Item
DocType: Loyalty Program,Loyalty Program Type,Jenis Program Kesetiaan
DocType: Asset Movement,Stock Manager,Pengurus saham
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Source warehouse is mandatory for row {0},Sumber gudang adalah wajib untuk berturut-turut {0}
apps/erpnext/erpnext/accounts/doctype/payment_terms_template/payment_terms_template.py,The Payment Term at row {0} is possibly a duplicate.,Tempoh Bayaran pada baris {0} mungkin pendua.
apps/erpnext/erpnext/public/js/setup_wizard.js,Agriculture (beta),Pertanian (beta)
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.js,Packing Slip,Slip pembungkusan
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Office Rent,Pejabat Disewa
apps/erpnext/erpnext/config/settings.py,Setup SMS gateway settings,Tetapan gateway Persediaan SMS
DocType: Disease,Common Name,Nama yang selalu digunakan
DocType: Customer Feedback Template Table,Customer Feedback Template Table,Jadual Templat Maklumbalas Pelanggan
DocType: Employee Boarding Activity,Employee Boarding Activity,Aktiviti Perjawatan Kakitangan
apps/erpnext/erpnext/public/js/templates/address_list.html,No address added yet.,Tiada alamat ditambah lagi.
DocType: Workstation Working Hour,Workstation Working Hour,Workstation Jam Kerja
DocType: Vital Signs,Blood Pressure,Tekanan darah
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Analyst,Penganalisis
apps/erpnext/erpnext/hr/doctype/employee_benefit_claim/employee_benefit_claim.py,{0} is not in a valid Payroll Period,{0} tidak dalam Tempoh Gaji yang sah
DocType: Employee Benefit Application,Max Benefits (Yearly),Faedah Max (Tahunan)
DocType: Item,Inventory,Inventori
apps/erpnext/erpnext/regional/report/gstr_1/gstr_1.js,Download as Json,Muat turun sebagai Json
DocType: Item,Sales Details,Jualan Butiran
DocType: Coupon Code,Used,Digunakan
DocType: Opportunity,With Items,Dengan Item
apps/erpnext/erpnext/crm/doctype/email_campaign/email_campaign.py,The Campaign '{0}' already exists for the {1} '{2}',Kempen &#39;{0}&#39; sudah wujud untuk {1} &#39;{2}&#39;
DocType: Asset Maintenance,Maintenance Team,Pasukan Penyelenggaraan
DocType: Homepage Section,"Order in which sections should appear. 0 is first, 1 is second and so on.","Perintah di mana bahagian akan muncul. 0 adalah yang pertama, 1 adalah kedua dan sebagainya."
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py,In Qty,Dalam Kuantiti
DocType: Education Settings,Validate Enrolled Course for Students in Student Group,Mengesahkan supply Kursus Pelajar dalam Kumpulan Pelajar
DocType: Item,Item Attribute,Perkara Sifat
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Government,Kerajaan
apps/erpnext/erpnext/hr/doctype/vehicle_log/vehicle_log.py,Expense Claim {0} already exists for the Vehicle Log,Perbelanjaan Tuntutan {0} telah wujud untuk Log Kenderaan
DocType: Asset Movement,Source Location,Lokasi Sumber
apps/erpnext/erpnext/public/js/setup_wizard.js,Institute Name,Nama Institut
apps/erpnext/erpnext/hr/doctype/loan/loan.py,Please enter repayment Amount,Sila masukkan Jumlah pembayaran balik
DocType: Shift Type,Working Hours Threshold for Absent,Ambang Waktu Bekerja untuk Absen
apps/erpnext/erpnext/accounts/doctype/loyalty_program/loyalty_program.js,There can be multiple tiered collection factor based on the total spent. But the conversion factor for redemption will always be same for all the tier.,Terdapat beberapa faktor pengumpulan peringkat berdasarkan jumlah yang dibelanjakan. Tetapi faktor penukaran untuk penebusan akan selalu sama untuk semua tier.
apps/erpnext/erpnext/config/help.py,Item Variants,Kelainan Perkara
apps/erpnext/erpnext/public/js/setup_wizard.js,Services,Perkhidmatan
apps/erpnext/erpnext/manufacturing/page/bom_comparison_tool/bom_comparison_tool.js,BOM 2,BOM 2
DocType: Payment Order,PMO-,PMO-
DocType: HR Settings,Email Salary Slip to Employee,Email Slip Gaji kepada Pekerja
DocType: Cost Center,Parent Cost Center,Kos Pusat Ibu Bapa
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.js,Create Invoices,Buat Invois
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js,Select Possible Supplier,Pilih Pembekal Kemungkinan
DocType: Communication Medium,Communication Medium Type,Jenis Sederhana Komunikasi
DocType: Customer,"Select, to make the customer searchable with these fields","Pilih, untuk membuat pelanggan dicari dengan medan ini"
DocType: Shopify Settings,Import Delivery Notes from Shopify on Shipment,Import Nota Penghantaran dari Shopify pada Penghantaran
apps/erpnext/erpnext/templates/pages/projects.html,Show closed,Show ditutup
DocType: Issue Priority,Issue Priority,Keutamaan Terbitan
DocType: Leave Ledger Entry,Is Leave Without Pay,Apakah Tinggalkan Tanpa Gaji
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,GSTIN,GSTIN
apps/erpnext/erpnext/stock/doctype/item/item.py,Asset Category is mandatory for Fixed Asset item,Kategori Asset adalah wajib bagi item Aset Tetap
DocType: Fee Validity,Fee Validity,Kesahan Fee
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py,No records found in the Payment table,Tiada rekod yang terdapat dalam jadual Pembayaran
apps/erpnext/erpnext/education/utils.py,This {0} conflicts with {1} for {2} {3},Ini {0} konflik dengan {1} untuk {2} {3}
DocType: Student Attendance Tool,Students HTML,pelajar HTML
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,{0}: {1} must be less than {2},{0}: {1} mesti kurang daripada {2}
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,"Select BOM, Qty and For Warehouse","Pilih BOM, Qty dan For Warehouse"
DocType: GST HSN Code,GST HSN Code,GST Kod HSN
DocType: Employee External Work History,Total Experience,Jumlah Pengalaman
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html,Open Projects,Projek Terbuka
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py,Packing Slip(s) cancelled,Slip pembungkusan (s) dibatalkan
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py,Cash Flow from Investing,Aliran tunai daripada Pelaburan
DocType: Program Course,Program Course,Kursus program
DocType: Healthcare Service Unit,Allow Appointments,Benarkan Pelantikan
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Freight and Forwarding Charges,Freight Forwarding dan Caj
DocType: Homepage,Company Tagline for website homepage,Syarikat Tagline untuk laman web laman utama
DocType: Item Group,Item Group Name,Perkara Kumpulan Nama
apps/erpnext/erpnext/hr/report/employee_leave_balance/employee_leave_balance.py,Taken,Diambil
DocType: Invoice Discounting,Short Term Loan Account,Akaun Pinjaman Jangka Pendek
DocType: Student,Date of Leaving,Tarikh Meninggalkan
DocType: Pricing Rule,For Price List,Untuk Senarai Harga
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Executive Search,Cari Eksekutif
DocType: Employee Advance,HR-EAD-.YYYY.-,HR-EAD-.YYYY.-
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Setting defaults,Menetapkan lalai
DocType: Loyalty Program,Auto Opt In (For all customers),Opt Masuk Auto (Untuk semua pelanggan)
apps/erpnext/erpnext/utilities/activation.py,Create Leads,Buat Leads
DocType: Maintenance Schedule,Schedules,Jadual
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,POS Profile is required to use Point-of-Sale,Profil POS dikehendaki menggunakan Point-of-Sale
DocType: Cashier Closing,Net Amount,Jumlah Bersih
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py,{0} {1} has not been submitted so the action cannot be completed,{0} {1} belum dikemukakan supaya tindakan itu tidak boleh diselesaikan
DocType: Purchase Order Item Supplied,BOM Detail No,Detail BOM Tiada
DocType: Landed Cost Voucher,Additional Charges,Caj tambahan
DocType: Support Search Source,Result Route Field,Bidang Laluan Hasil
DocType: Supplier,PAN,PAN
DocType: Employee Checkin,Log Type,Jenis Log
DocType: Purchase Invoice,Additional Discount Amount (Company Currency),Jumlah Diskaun tambahan (Mata Wang Syarikat)
DocType: Supplier Scorecard,Supplier Scorecard,Kad skor pembekal
DocType: Plant Analysis,Result Datetime,Hasil Datetime
,Support Hour Distribution,Pengagihan Jam Sokongan
DocType: Maintenance Visit,Maintenance Visit,Penyelenggaraan Lawatan
apps/erpnext/erpnext/accounts/doctype/invoice_discounting/invoice_discounting.js,Close Loan,Tutup Pinjaman
DocType: Student,Leaving Certificate Number,Meninggalkan Nombor Sijil
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py,"Appointment cancelled, Please review and cancel the invoice {0}","Pelantikan dibatalkan, sila semak dan batalkan invois {0}"
DocType: Sales Invoice Item,Available Batch Qty at Warehouse,Batch didapati Qty di Gudang
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js,Update Print Format,Update Cetak Format
DocType: Bank Account,Is Company Account,Adakah Akaun Syarikat
apps/erpnext/erpnext/hr/doctype/leave_encashment/leave_encashment.py,Leave Type {0} is not encashable,Jenis Tinggalkan {0} tidak boleh encashable
apps/erpnext/erpnext/selling/doctype/customer/customer.py,Credit limit is already defined for the Company {0},Had kredit telah ditakrifkan untuk Syarikat {0}
DocType: Landed Cost Voucher,Landed Cost Help,Tanah Kos Bantuan
DocType: Vehicle Log,HR-VLOG-.YYYY.-,HR-VLOG-.YYYY.-
DocType: Purchase Invoice,Select Shipping Address,Pilih Alamat Penghantaran
DocType: Timesheet Detail,Expected Hrs,Hr
apps/erpnext/erpnext/config/non_profit.py,Memebership Details,Butiran Memebership
DocType: Leave Block List,Block Holidays on important days.,Sekat Cuti pada hari-hari penting.
apps/erpnext/erpnext/healthcare/doctype/lab_test/lab_test.js,Please input all required Result Value(s),Sila masukkan semua Nilai Hasil yang diperlukan
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.js,Accounts Receivable Summary,Ringkasan Akaun Belum Terima
DocType: POS Closing Voucher,Linked Invoices,Invois Berkaitan
DocType: Loan,Monthly Repayment Amount,Jumlah Bayaran Balik Bulanan
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool_dashboard.html,Opening Invoices,Pembukaan Invois
DocType: Contract,Contract Details,Butiran Kontrak
apps/erpnext/erpnext/hr/doctype/employee/employee.py,Please set User ID field in an Employee record to set Employee Role,Sila tetapkan ID Pengguna medan dalam rekod Pekerja untuk menetapkan Peranan Pekerja
DocType: UOM,UOM Name,Nama UOM
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,To Address 1,Untuk Alamat 1
DocType: GST HSN Code,HSN Code,Kod HSN
apps/erpnext/erpnext/selling/report/sales_person_commission_summary/sales_person_commission_summary.py,Contribution Amount,Jumlah Sumbangan
DocType: Homepage Section,Section Order,Seksyen Pesanan
DocType: Inpatient Record,Patient Encounter,Pertemuan Pesakit
DocType: Accounts Settings,Shipping Address,Alamat Penghantaran
DocType: Stock Reconciliation,This tool helps you to update or fix the quantity and valuation of stock in the system. It is typically used to synchronise the system values and what actually exists in your warehouses.,Alat ini membantu anda untuk mengemas kini atau yang menetapkan kuantiti dan penilaian stok sistem. Ia biasanya digunakan untuk menyegerakkan nilai sistem dan apa yang benar-benar wujud di gudang anda.
DocType: Delivery Note,In Words will be visible once you save the Delivery Note.,Dalam Perkataan akan dapat dilihat selepas anda menyimpan Nota Penghantaran.
apps/erpnext/erpnext/erpnext_integrations/utils.py,Unverified Webhook Data,Data Webhook yang Tidak Ditandai
DocType: Water Analysis,Container,Container
apps/erpnext/erpnext/regional/report/gstr_1/gstr_1.py,Please set valid GSTIN No. in Company Address,Sila nyatakan GSTIN tidak sah di alamat syarikat
apps/erpnext/erpnext/education/utils.py,Student {0} - {1} appears Multiple times in row {2} & {3},Pelajar {0} - {1} muncul kali Pelbagai berturut-turut {2} &amp; {3}
apps/erpnext/erpnext/selling/doctype/customer/customer.py,Following fields are mandatory to create address:,Bidang berikut adalah wajib untuk membuat alamat:
DocType: Item Alternative,Two-way,Dua hala
DocType: Item,Manufacturers,Pengilang
apps/erpnext/erpnext/accounts/deferred_revenue.py,Error while processing deferred accounting for {0},Ralat semasa memproses perolehan yang ditangguhkan untuk {0}
