DocType: Accounting Period,Period Name,Jina la Kipindi
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,Thank you for your business!,Asante kwa biashara yako!
apps/erpnext/erpnext/config/support.py,Support queries from customers.,Maswali ya msaada kutoka kwa wateja.
DocType: Employee Property History,Employee Property History,Historia ya Mali ya Wafanyakazi
apps/erpnext/erpnext/stock/doctype/item/item.py,Variant Based On cannot be changed,Lahaja ya msingi haiwezi kubadilishwa
DocType: Setup Progress Action,Action Doctype,Doctype ya Hatua
DocType: HR Settings,Retirement Age,Umri wa Kustaafu
DocType: Bin,Moving Average Rate,Kusonga Kiwango cha Wastani
DocType: Share Transfer,To Shareholder,Kwa Mshirika
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,{0} against Bill {1} dated {2},{0} dhidi ya Sheria {1} iliyowekwa {2}
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,From State,Kutoka Nchi
apps/erpnext/erpnext/utilities/user_progress.py,Setup Institution,Taasisi ya Kuweka
apps/erpnext/erpnext/hr/doctype/leave_period/leave_period.py,Allocating leaves...,Kugawa majani ...
DocType: Program Enrollment,Vehicle/Bus Number,Nambari ya Gari / Bus
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Create New Contact,Unda Mawasiliano Mpya
apps/erpnext/erpnext/education/doctype/course/course.js,Course Schedule,Ratiba ya Kozi
DocType: GSTR 3B Report,GSTR 3B Report,Ripoti ya GSTR 3B
DocType: Request for Quotation Supplier,Quote Status,Hali ya Quote
DocType: GoCardless Settings,Webhooks Secret,Mtandao wa siri
DocType: Maintenance Visit,Completion Status,Hali ya kukamilisha
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Total payments amount can't be greater than {},Jumla ya malipo ya jumla hayawezi kuwa kubwa kuliko {}
DocType: Daily Work Summary Group,Select Users,Chagua Watumiaji
DocType: Hotel Room Pricing Item,Hotel Room Pricing Item,Kituo cha bei ya chumba cha Hoteli
DocType: Loyalty Program Collection,Tier Name,Jina la Msingi
DocType: HR Settings,Enter retirement age in years,Ingiza umri wa kustaafu kwa miaka
DocType: Crop,Target Warehouse,Ghala la Ghala
DocType: Payroll Employee Detail,Payroll Employee Detail,Maelezo ya Waajiri wa Mishahara
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Please select a warehouse,Tafadhali chagua ghala
DocType: Cheque Print Template,Starting location from left edge,Kuanzia eneo kutoka kwa makali ya kushoto
,Territory Target Variance Based On Item Group,Target Target Tofauti Kulingana na Kikundi cha Bidhaa
DocType: Upload Attendance,Import Attendance,Weka Mahudhurio
apps/erpnext/erpnext/public/js/pos/pos.html,All Item Groups,Vikundi vyote vya Item
DocType: Work Order,Item To Manufacture,Mchapishaji wa Utengenezaji
DocType: Leave Control Panel,Employment Type (optional),Aina ya Ajira (hiari)
DocType: Pricing Rule,Threshold for Suggestion,Kizingiti cha Mapendekezo
apps/erpnext/erpnext/buying/utils.py,{0} {1} status is {2},{0} {1} hali ni {2}
DocType: Water Analysis,Collection Temperature ,Ukusanyaji Joto
DocType: Employee,Provide Email Address registered in company,Kutoa anwani ya barua pepe iliyosajiliwa katika kampuni
DocType: Shopping Cart Settings,Enable Checkout,Wezesha Checkout
apps/erpnext/erpnext/config/help.py,Purchase Order to Payment,Amri ya Malipo ya Ununuzi
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js,Projected Qty,Uchina uliopangwa
DocType: Sales Invoice,Payment Due Date,Tarehe ya Kutayarisha Malipo
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,"Reserved Qty: Quantity ordered for sale, but not delivered.","Qty iliyohifadhiwa: Wingi imeamuru kuuzwa, lakini haijafikishwa."
DocType: Drug Prescription,Interval UOM,Muda wa UOM
DocType: Customer,"Reselect, if the chosen address is edited after save","Pitia tena, ikiwa anwani iliyochaguliwa imebadilishwa baada ya kuokoa"
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,Reserved Qty for Subcontract: Raw materials quantity to make subcontracted items.,Qty iliyohifadhiwa kwa Subcontract: Wingi wa malighafi kutengeneza vitu visivyotengwa.
apps/erpnext/erpnext/stock/doctype/item/item.js,Item Variant {0} already exists with same attributes,Tofauti ya kipengee {0} tayari ipo na sifa sawa
DocType: Item,Hub Publishing Details,Maelezo ya Uchapishaji wa Hub
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py,'Opening',&#39;Kufungua&#39;
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html,Open To Do,Fungua Kufanya
DocType: Pricing Rule,Mixed Conditions,Masharti ya Mchanganyiko
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Summary Saved,Muhtasari wa wito umehifadhiwa
DocType: Issue,Via Customer Portal,Kupitia Portal ya Wateja
DocType: Employee Tax Exemption Proof Submission Detail,Actual Amount,Kiasi halisi
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,SGST Amount,Kiwango cha SGST
DocType: Lab Test Template,Result Format,Fomu ya matokeo
DocType: Expense Claim,Expenses,Gharama
DocType: Service Level,Support Hours,Saa za Msaada
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Delivery Notes,Vidokezo vya utoaji
DocType: Item Variant Attribute,Item Variant Attribute,Kipengee cha Tofauti cha Tofauti
,Purchase Receipt Trends,Ununuzi Mwelekeo wa Receipt
DocType: Payroll Entry,Bimonthly,Bimonthly
DocType: Vehicle Service,Brake Pad,Padha ya Breki
DocType: Fertilizer,Fertilizer Contents,Mbolea Yaliyomo
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Research & Development,Utafiti na Maendeleo
apps/erpnext/erpnext/accounts/report/purchase_order_items_to_be_billed/purchase_order_items_to_be_billed.py,Amount to Bill,Kiasi cha Bill
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.js,Based On Payment Terms,Kulingana na Masharti ya Malipo
apps/erpnext/erpnext/config/settings.py,ERPNext Settings,Mipangilio ya maandishi ya ERP
DocType: Company,Registration Details,Maelezo ya Usajili
apps/erpnext/erpnext/support/doctype/issue/issue.py,Couldn't Set Service Level Agreement {0}.,Haikuweza kuweka Mkataba wa Kiwango cha Huduma {0}.
DocType: Timesheet,Total Billed Amount,Kiasi kilicholipwa
DocType: Item Reorder,Re-Order Qty,Ulipaji Uchina
DocType: Leave Block List Date,Leave Block List Date,Acha Tarehe ya Kuzuia Tarehe
DocType: Quality Feedback Parameter,Quality Feedback Parameter,Kiwango cha Maoni ya Ubora
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,BOM #{0}: Raw material cannot be same as main Item,BOM # {0}: Vifaa vyenye rangi haviwezi kuwa sawa na Bidhaa kuu
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,Total Applicable Charges in Purchase Receipt Items table must be same as Total Taxes and Charges,Malipo Yote ya Kuhitajika katika Jedwali la Vipokezi vya Ununuzi lazima lifanane na Jumla ya Kodi na Malipo
DocType: Production Plan Item,"If enabled, system will create the work order for the exploded items against which BOM is available.","Ikiwa itawezeshwa, mfumo utaunda mpangilio wa kazi kwa vitu vilivyolipuka ambayo BOM inapatikana."
DocType: Sales Team,Incentives,Vidokezo
DocType: SMS Log,Requested Numbers,Hesabu zilizoombwa
DocType: Volunteer,Evening,Jioni
DocType: Quiz,Quiz Configuration,Usanidi wa Quiz
DocType: Vital Signs,Normal,Kawaida
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py,"Enabling 'Use for Shopping Cart', as Shopping Cart is enabled and there should be at least one Tax Rule for Shopping Cart","Kuwezesha &#39;Matumizi kwa Ununuzi wa Ununuzi&#39;, kama Kifaa cha Ununuzi kinawezeshwa na kuna lazima iwe na Kanuni moja ya Ushuru kwa Kundi la Ununuzi"
DocType: Sales Invoice Item,Stock Details,Maelezo ya hisa
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py,Project Value,Thamani ya Mradi
apps/erpnext/erpnext/config/help.py,Point-of-Sale,Uhakika wa Kuuza
DocType: Fee Schedule,Fee Creation Status,Hali ya Uumbaji wa Mali
apps/erpnext/erpnext/utilities/activation.py,Create Sales Orders to help you plan your work and deliver on-time,Unda Maagizo ya Uuzaji ili kukusaidia kupanga kazi yako na kutoa kwa wakati
DocType: Vehicle Log,Odometer Reading,Kusoma Odometer
apps/erpnext/erpnext/accounts/doctype/account/account.py,"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","Usawa wa Akaunti tayari kwenye Mikopo, huruhusiwi kuweka &#39;Mizani lazima iwe&#39; kama &#39;Debit&#39;"
DocType: Account,Balance must be,Mizani lazima iwe
,Available Qty,Uchina unaopatikana
DocType: Shopify Settings,Default Warehouse to to create Sales Order and Delivery Note,Ghala la Ghafla ili kujenga Mauzo ya Utaratibu na Utoaji
DocType: Purchase Taxes and Charges,On Previous Row Total,Kwenye Mstari Uliopita
DocType: Purchase Invoice Item,Rejected Qty,Uchina Umekataliwa
DocType: Setup Progress Action,Action Field,Sehemu ya Hatua
DocType: Healthcare Settings,Manage Customer,Dhibiti Wateja
DocType: Amazon MWS Settings,Always synch your products from Amazon MWS before synching the Orders details,Daima kuunganisha bidhaa zako kutoka Amazon MWS kabla ya kuunganisha maelezo ya Amri
DocType: Delivery Trip,Delivery Stops,Utoaji wa Utoaji
DocType: Salary Slip,Working Days,Siku za Kazi
apps/erpnext/erpnext/accounts/deferred_revenue.py,Cannot change Service Stop Date for item in row {0},Haiwezi kubadilisha Tarehe ya Kusitisha Huduma kwa kipengee {0}
DocType: Serial No,Incoming Rate,Kiwango kinachoingia
DocType: Packing Slip,Gross Weight,Uzito wa Pato
DocType: Leave Type,Encashment Threshold Days,Siku ya Kuzuia Uingizaji
,Final Assessment Grades,Tathmini ya Mwisho ya Masomo
apps/erpnext/erpnext/public/js/setup_wizard.js,The name of your company for which you are setting up this system.,Jina la kampuni yako ambayo unaanzisha mfumo huu.
DocType: HR Settings,Include holidays in Total no. of Working Days,Jumuisha likizo katika Jumla ya. ya siku za kazi
apps/erpnext/erpnext/setup/setup_wizard/operations/sample_data.py,Setup your Institute in ERPNext,Weka Taasisi yako katika ERPNext
DocType: Agriculture Analysis Criteria,Plant Analysis,Uchunguzi wa kupanda
DocType: Task,Timeline,Mda wa saa
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Hold,Weka
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js,Alternate Item,Nakala mbadala
DocType: Shopify Log,Request Data,Omba Data
DocType: Employee,Date of Joining,Tarehe ya kujiunga
DocType: Naming Series,Update Series,Sasisha Mfululizo
DocType: Supplier Quotation,Is Subcontracted,"Je, unachangamizwa"
DocType: Restaurant Table,Minimum Seating,Kukaa chini
DocType: Item Attribute,Item Attribute Values,Kipengee cha sifa za Maadili
DocType: Examination Result,Examination Result,Matokeo ya Uchunguzi
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Purchase Receipt,Receipt ya Ununuzi
,Received Items To Be Billed,Vipokee Vipokee vya Kulipwa
DocType: Purchase Invoice,Accounting Dimensions,Vipimo vya Uhasibu
,Subcontracted Raw Materials To Be Transferred,Malighafi ya Malighafi Iliyopitishwa Ili kubadilishwa
apps/erpnext/erpnext/config/accounting.py,Currency exchange rate master.,Kiwango cha ubadilishaji wa fedha.
,Sales Person Target Variance Based On Item Group,Lengo la Mtu wa Uuzaji kulingana na Kikundi cha Bidhaa
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Reference Doctype must be one of {0},Doctype ya Kumbukumbu lazima iwe moja ya {0}
apps/erpnext/erpnext/stock/report/warehouse_wise_item_balance_age_and_value/warehouse_wise_item_balance_age_and_value.js,Filter Total Zero Qty,Futa Jumla ya Zero Uchina
DocType: Work Order,Plan material for sub-assemblies,Panga nyenzo kwa makusanyiko ndogo
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,BOM {0} must be active,BOM {0} lazima iwe hai
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py,No Items available for transfer,Hakuna Vipengele vinavyopatikana kwa uhamisho
DocType: Employee Boarding Activity,Activity Name,Jina la Shughuli
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Change Release Date,Tarehe ya Toleo la Mabadiliko
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Finished product quantity <b>{0}</b> and For Quantity <b>{1}</b> cannot be different,Umefikia kiasi cha bidhaa <b>{0}</b> na Kwa Wingi <b>{1}</b> haiwezi kuwa tofauti
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,Closing (Opening + Total),Kufungwa (Kufungua + Jumla)
DocType: Delivery Settings,Dispatch Notification Attachment,Kusambaza Taarifa ya Sawa
DocType: Payroll Entry,Number Of Employees,Idadi ya Waajiriwa
DocType: Journal Entry,Depreciation Entry,Kuingia kwa kushuka kwa thamani
apps/erpnext/erpnext/selling/report/sales_partner_commission_summary/sales_partner_commission_summary.py,Please select the document type first,Tafadhali chagua aina ya hati kwanza
apps/erpnext/erpnext/stock/doctype/item/item.py,You have to enable auto re-order in Stock Settings to maintain re-order levels.,Lazima uwezeshe kuagiza upya kiotomatiki katika Mipangilio ya Hisa ili kudumisha viwango vya kuagiza upya.
apps/erpnext/erpnext/maintenance/doctype/maintenance_visit/maintenance_visit.py,Cancel Material Visits {0} before cancelling this Maintenance Visit,Futa Ziara Nyenzo {0} kabla ya kufuta Kutembelea Utunzaji huu
DocType: Pricing Rule,Rate or Discount,Kiwango au Punguzo
apps/erpnext/erpnext/accounts/doctype/bank/bank_dashboard.py,Bank Details,Taarifa za benki
DocType: Vital Signs,One Sided,Mmoja mmoja
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,Serial No {0} does not belong to Item {1},Serial Hakuna {0} si ya Bidhaa {1}
DocType: Purchase Order Item Supplied,Required Qty,Uliohitajika Uchina
DocType: Marketplace Settings,Custom Data,Takwimu za Desturi
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py,Warehouses with existing transaction can not be converted to ledger.,Maghala na shughuli zilizopo haziwezi kubadilishwa kwenye kiwanja.
DocType: Service Day,Service Day,Siku ya Huduma
apps/erpnext/erpnext/projects/doctype/project/project.py,Project Summary for {0},Muhtasari wa Mradi wa {0}
apps/erpnext/erpnext/hub_node/api.py,Unable to update remote activity,Imeshindwa kusasisha shughuli za mbali
apps/erpnext/erpnext/controllers/buying_controller.py,Serial no is mandatory for the item {0},Hapana ya serial ni lazima kwa kipengee {0}
DocType: Bank Reconciliation,Total Amount,Jumla
apps/erpnext/erpnext/accounts/report/tds_computation_summary/tds_computation_summary.py,From Date and To Date lie in different Fiscal Year,Tarehe Tarehe na Tarehe ziko katika Mwaka tofauti wa Fedha
apps/erpnext/erpnext/healthcare/utils.py,The Patient {0} do not have customer refrence to invoice,Mgonjwa {0} hawana rejea ya wateja kwa ankara
DocType: Quality Feedback Template,Quality Feedback Template,Kiolezo cha Maoni ya Ubora
apps/erpnext/erpnext/config/education.py,LMS Activity,Shughuli ya LMS
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Internet Publishing,Kuchapisha mtandao
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.js,Creating {0} Invoice,Kujenga {0} ankara
DocType: Medical Code,Medical Code Standard,Kanuni ya Matibabu ya Kiwango
DocType: Soil Texture,Clay Composition (%),Muundo wa Clay (%)
DocType: Item Group,Item Group Defaults,Kundi la Bidhaa Hifadhi
apps/erpnext/erpnext/assets/doctype/asset_maintenance/asset_maintenance.js,Please save before assigning task.,Tafadhali salama kabla ya kugawa kazi.
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py,Balance Value,Thamani ya usawa
DocType: Lab Test,Lab Technician,Mtaalamu wa Lab
apps/erpnext/erpnext/stock/report/item_prices/item_prices.py,Sales Price List,Orodha ya Bei ya Mauzo
DocType: Healthcare Settings,"If checked, a customer will be created, mapped to Patient.
Patient Invoices will be created against this Customer. You can also select existing Customer while creating Patient.","Ikiwa imechungwa, mteja atatengenezwa, amechukuliwa kwa Mgonjwa. Invoice za Mgonjwa zitaundwa dhidi ya Wateja hawa. Unaweza pia kuchagua Wateja aliyepo wakati wa kujenga Mgonjwa."
apps/erpnext/erpnext/accounts/doctype/loyalty_program/loyalty_program.py,Customer isn't enrolled in any Loyalty Program,Wateja hajiandikishwa katika Mpango wowote wa Uaminifu
DocType: Bank Reconciliation,Account Currency,Fedha za Akaunti
DocType: Lab Test,Sample ID,Kitambulisho cha Mfano
apps/erpnext/erpnext/accounts/general_ledger.py,Please mention Round Off Account in Company,Tafadhali tuma Akaunti ya Pande zote katika Kampuni
DocType: Purchase Receipt,Range,Rangi
DocType: Supplier,Default Payable Accounts,Akaunti ya malipo yenye malipo
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py,Employee {0} is not active or does not exist,Mfanyakazi {0} haifanyi kazi au haipo
DocType: Fee Structure,Components,Vipengele
DocType: Support Search Source,Search Term Param Name,Jina la Utafutaji wa Jina la Param
DocType: Item Barcode,Item Barcode,Msimbo wa Barcode
