DocType: Accounting Period,Period Name,കാലാവധി നാമം
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,"No active BOM found for item {0}. Delivery by \
						Serial No cannot be ensured",ഇനത്തിന് {0} സജീവ BOM ഒന്നും കണ്ടെത്തിയില്ല. \ സീരിയൽ ഡെലിവറി ഉറപ്പാക്കാൻ കഴിയില്ല
DocType: Sales Partner,Sales Partner Target,സെയിൽസ് പങ്കാളി ടാർജറ്റ്
DocType: Loan Type,Maximum Loan Amount,പരമാവധി വായ്പാ തുക
DocType: Coupon Code,Pricing Rule,പ്രൈസിങ് റൂൾ
apps/erpnext/erpnext/education/doctype/student_group/student_group.py,Duplicate roll number for student {0},വിദ്യാർത്ഥി {0} എന്ന റോൾ നമ്പർ തനിപ്പകർപ്പ്
apps/erpnext/erpnext/education/doctype/student_group/student_group.py,Duplicate roll number for student {0},വിദ്യാർത്ഥി {0} എന്ന റോൾ നമ്പർ തനിപ്പകർപ്പ്
apps/erpnext/erpnext/config/help.py,Material Request to Purchase Order,ഓർഡർ വാങ്ങാൻ മെറ്റീരിയൽ അഭ്യർത്ഥന
DocType: Company,Default Selling Terms,സ്ഥിരസ്ഥിതി വിൽപ്പന നിബന്ധനകൾ
DocType: Shopping Cart Settings,Payment Success URL,പേയ്മെന്റ് വിജയം യുആർഎൽ
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Row # {0}: Returned Item {1} does not exists in {2} {3},വരി # {0}: റിട്ടേൺഡ് ഇനം {1} {2} {3} നിലവിലുണ്ട് ഇല്ല
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Bank Accounts,ബാങ്ക് അക്കൗണ്ടുകൾ
,Bank Reconciliation Statement,ബാങ്ക് അനുരഞ്ജനം സ്റ്റേറ്റ്മെന്റ്
DocType: Patient Encounter,Medical Coding,മെഡിക്കൽ കോഡ്
DocType: Healthcare Settings,Reminder Message,ഓർമ്മപ്പെടുത്തൽ സന്ദേശം
DocType: Call Log,Lead Name,ലീഡ് പേര്
,POS,POS
DocType: C-Form,III,മൂന്നാമൻ
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Prospecting,പ്രതീക്ഷിക്കുന്നു
apps/erpnext/erpnext/config/help.py,Opening Stock Balance,ഓഹരി ബാലൻസ് തുറക്കുന്നു
DocType: Asset Category Account,Capital Work In Progress Account,കാപിറ്റൽ വർക്ക് പുരോഗതി അക്കൗണ്ട്
apps/erpnext/erpnext/assets/doctype/asset/asset.js,Asset Value Adjustment,അസറ്റ് മൂല്യം അഡ്ജസ്റ്റ്മെന്റ്
DocType: Additional Salary,Payroll Date,ശമ്പള തീയതി
apps/erpnext/erpnext/stock/doctype/item_attribute/item_attribute.py,{0} must appear only once,{0} ഒരിക്കൽ മാത്രമേ ദൃശ്യമാകും വേണം
apps/erpnext/erpnext/hr/doctype/leave_control_panel/leave_control_panel.py,Leaves Allocated Successfully for {0},{0} വിജയകരമായി നീക്കിവച്ചിരുന്നു ഇലകൾ
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py,No Items to pack,പാക്ക് ഇനങ്ങൾ ഇല്ല
apps/erpnext/erpnext/accounts/doctype/bank_statement_transaction_entry/bank_statement_transaction_entry.py,Only .csv and .xlsx files are supported currently,".Csv, .xlsx ഫയലുകൾ മാത്രമേ നിലവിൽ പിന്തുണയ്ക്കൂ"
DocType: Shipping Rule Condition,From Value,മൂല്യം നിന്നും
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Manufacturing Quantity is mandatory,ണം ക്വാണ്ടിറ്റി നിർബന്ധമാണ്
DocType: Loan,Repayment Method,തിരിച്ചടവ് രീതി
DocType: Products Settings,"If checked, the Home page will be the default Item Group for the website","പരിശോധിച്ചാൽ, ഹോം പേജ് വെബ്സൈറ്റ് സ്ഥിര ഇനം ഗ്രൂപ്പ് ആയിരിക്കും"
DocType: Quality Inspection Reading,Reading 4,4 Reading
apps/erpnext/erpnext/buying/report/subcontracted_item_to_be_received/subcontracted_item_to_be_received.py,Pending Quantity,ശേഷിക്കുന്ന അളവ്
apps/erpnext/erpnext/utilities/activation.py,"Students are at the heart of the system, add all your students","വിദ്യാർഥികൾ, സിസ്റ്റം ഹൃദയം അവസാനിക്കുന്നു എല്ലാ നിങ്ങളുടെ വിദ്യാർത്ഥികൾക്ക് ചേർക്കുക"
apps/erpnext/erpnext/non_profit/report/expiring_memberships/expiring_memberships.py,Member ID,അംഗത്തിന്റെ ഐഡി
DocType: Employee Tax Exemption Proof Submission,Monthly Eligible Amount,പ്രതിമാസ യോഗ്യതയുള്ള തുക
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py,Row #{0}: Clearance date {1} cannot be before Cheque Date {2},വരി # {0}: ക്ലിയറൻസ് തീയതി {1} {2} ചെക്ക് തിയതി ആകരുത്
DocType: Asset Maintenance Task,Certificate Required,സർട്ടിഫിക്കറ്റ് ആവശ്യമാണ്
DocType: Company,Default Holiday List,സ്വതേ ഹോളിഡേ പട്ടിക
DocType: Pricing Rule,Supplier Group,വിതരണക്കാരൻ ഗ്രൂപ്പ്
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.py,{0} Digest,{0} ഡൈജസ്റ്റ്
apps/erpnext/erpnext/manufacturing/doctype/job_card/job_card.py,Row {0}: From Time and To Time of {1} is overlapping with {2},വരി {0}: സമയവും ചെയ്യുക കുറഞ്ഞ സമയത്തിനുള്ളില് {1} {2} ഓവർലാപ്പുചെയ്യുന്നു ആണ്
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Stock Liabilities,സ്റ്റോക്ക് ബാദ്ധ്യതകളും
DocType: Purchase Invoice,Supplier Warehouse,വിതരണക്കാരൻ വെയർഹൗസ്
DocType: Opportunity,Contact Mobile No,മൊബൈൽ ഇല്ല ബന്ധപ്പെടുക
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js,Select Company,കമ്പനി തിരഞ്ഞെടുക്കുക
,Material Requests for which Supplier Quotations are not created,വിതരണക്കാരൻ ഉദ്ധരണികളും സൃഷ്ടിച്ചിട്ടില്ല ചെയ്തിട്ടുളള മെറ്റീരിയൽ അഭ്യർത്ഥനകൾ
apps/erpnext/erpnext/config/crm.py,"Helps you keep tracks of Contracts based on Supplier, Customer and Employee","വിതരണക്കാരൻ, ഉപഭോക്താവ്, ജീവനക്കാരൻ എന്നിവ അടിസ്ഥാനമാക്കി കരാറുകളുടെ ട്രാക്കുകൾ സൂക്ഷിക്കാൻ നിങ്ങളെ സഹായിക്കുന്നു"
DocType: Company,Discount Received Account,ഡിസ്കൗണ്ട് സ്വീകരിച്ച അക്കൗണ്ട്
DocType: Student Report Generation Tool,Print Section,പ്രിന്റ് വിഭാഗം
DocType: Staffing Plan Detail,Estimated Cost Per Position,ഓരോ സ്ഥാനത്തിനും കണക്കാക്കിയ ചെലവ്
DocType: Employee,HR-EMP-,HR-EMP-
DocType: Quality Meeting Minutes,Quality Meeting Minutes,ഗുണനിലവാര മീറ്റിംഗ് മിനിറ്റ്
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Employee Referral,തൊഴിലുടമ റഫറൽ
DocType: Student Group,Set 0 for no limit,പരിധികൾ 0 സജ്ജീകരിക്കുക
DocType: Cost Center,rgt,rgt
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,The day(s) on which you are applying for leave are holidays. You need not apply for leave.,നിങ്ങൾ അനുവാദം അപേക്ഷിക്കുന്ന ചെയ്തിട്ടുള്ള ദിവസം (ങ്ങൾ) വിശേഷദിവസങ്ങൾ ആകുന്നു. നിങ്ങൾ അനുവാദം അപേക്ഷ നല്കേണ്ടതില്ല.
DocType: Customer,Primary Address and Contact Detail,"പ്രാഥമിക വിലാസം, ബന്ധപ്പെടാനുള്ള വിശദാംശം"
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.js,Resend Payment Email,പേയ്മെന്റ് ഇമെയിൽ വീണ്ടും
apps/erpnext/erpnext/templates/pages/projects.html,New task,പുതിയ ചുമതല
DocType: Clinical Procedure,Appointment,നിയമനം
apps/erpnext/erpnext/config/buying.py,Other Reports,മറ്റ് റിപ്പോർട്ടുകളിൽ
apps/erpnext/erpnext/public/js/setup_wizard.js,Please select at least one domain.,കുറഞ്ഞത് ഒരു ഡൊമെയ്നിൽ തിരഞ്ഞെടുക്കുക.
DocType: Dependent Task,Dependent Task,ആശ്രിത ടാസ്ക്
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Supplies made to UIN holders,യു‌എൻ‌ ഹോൾ‌ഡർ‌മാർ‌ക്ക് വിതരണം ചെയ്യുന്നു
DocType: Shopify Settings,Shopify Tax Account,ടാക്സ് അക്കൌണ്ട് ഷോപ്പുചെയ്യുക
apps/erpnext/erpnext/stock/doctype/item/item.py,Conversion factor for default Unit of Measure must be 1 in row {0},അളവു സ്വതവേയുള്ള യൂണിറ്റ് വേണ്ടി പരിവർത്തന ഘടകം വരി 1 {0} ആയിരിക്കണം
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Leave of type {0} cannot be longer than {1},{0} ഇനി {1} അധികം ആകാൻ പാടില്ല തരത്തിലുള്ള വിടുക
DocType: Delivery Trip,Optimize Route,റൂട്ട് ഒപ്റ്റിമൈസുചെയ്യുക
DocType: Manufacturing Settings,Try planning operations for X days in advance.,മുൻകൂട്ടി എക്സ് ദിവസം വേണ്ടി ഓപ്പറേഷൻസ് ആസൂത്രണം ശ്രമിക്കുക.
DocType: HR Settings,Stop Birthday Reminders,ജന്മദിന ഓർമ്മക്കുറിപ്പുകൾ നിർത്തുക
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,Please set Default Payroll Payable Account in Company {0},കമ്പനി {0} ൽ സ്ഥിര ശമ്പളപ്പട്ടിക പേയബിൾ അക്കൗണ്ട് സജ്ജീകരിക്കുക
DocType: Pricing Rule Brand,Pricing Rule Brand,വിലനിർണ്ണയ റൂൾ ബ്രാൻഡ്
DocType: Amazon MWS Settings,Get financial breakup of Taxes and charges data by Amazon ,ആമസോണിന്റെ നികുതികളും ചാർജുകളും ഡാറ്റയുടെ സാമ്പത്തിക വിഭജനം നേടുക
DocType: SMS Center,Receiver List,റിസീവർ പട്ടിക
DocType: Pricing Rule,Rule Description,റൂൾ വിവരണം
apps/erpnext/erpnext/accounts/page/pos/pos.js,Search Item,തിരയൽ ഇനം
DocType: Program,Allow Self Enroll,സ്വയം എൻറോൾ ചെയ്യാൻ അനുവദിക്കുക
DocType: Payment Schedule,Payment Amount,പേയ്മെന്റ് തുക
apps/erpnext/erpnext/hr/doctype/compensatory_leave_request/compensatory_leave_request.py,Half Day Date should be in between Work From Date and Work End Date,തീയതി മുതൽ പ്രവർത്തി തീയതി വരെയുള്ള തീയതി മുതൽ പകുതി ദിവസം വരെ ദൈർഘ്യം ഉണ്ടായിരിക്കണം
DocType: Healthcare Settings,Healthcare Service Items,ഹെൽത്ത് സേവന ഇനങ്ങൾ
apps/erpnext/erpnext/stock/doctype/quick_stock_balance/quick_stock_balance.py,Invalid Barcode. There is no Item attached to this barcode.,അസാധുവായ ബാർകോഡ്. ഈ ബാർകോഡിൽ ഒരു ഇനവും അറ്റാച്ചുചെയ്തിട്ടില്ല.
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py,Consumed Amount,ക്ഷയിച്ചിരിക്കുന്നു തുക
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py,Net Change in Cash,പണമായി നെറ്റ് മാറ്റുക
DocType: Assessment Plan,Grading Scale,ഗ്രേഡിംഗ് സ്കെയിൽ
apps/erpnext/erpnext/stock/doctype/item/item.py,Unit of Measure {0} has been entered more than once in Conversion Factor Table,മെഷർ {0} യൂണിറ്റ് ഒരിക്കൽ പരിവർത്തന ഫാക്ടർ പട്ടികയിലെ അധികം നൽകി
