DocType: Accounting Period,Period Name,সময়কালের নাম
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.js,Creating {0} Invoice,{0} ইনভয়েস তৈরি করা
DocType: Medical Code,Medical Code Standard,মেডিকেল কোড স্ট্যান্ডার্ড
DocType: Soil Texture,Clay Composition (%),ক্লে গঠন (%)
DocType: Item Group,Item Group Defaults,আইটেম গ্রুপ ডিফল্টগুলি
apps/erpnext/erpnext/assets/doctype/asset_maintenance/asset_maintenance.js,Please save before assigning task.,টাস্ক নির্ধারণের আগে সংরক্ষণ করুন
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py,Balance Value,ব্যালেন্স মূল্য
DocType: Lab Test,Lab Technician,ল্যাব কারিগর
apps/erpnext/erpnext/stock/report/item_prices/item_prices.py,Sales Price List,বিক্রয় মূল্য তালিকা
DocType: Healthcare Settings,"If checked, a customer will be created, mapped to Patient.
Patient Invoices will be created against this Customer. You can also select existing Customer while creating Patient.","যদি চেক করা হয়, একটি গ্রাহক তৈরি করা হবে, রোগীর কাছে ম্যাপ করা হবে এই গ্রাহকের বিরুদ্ধে রোগীর ইনভয়েসিস তৈরি করা হবে। আপনি পেশেন্ট তৈরির সময় বিদ্যমান গ্রাহক নির্বাচন করতে পারেন।"
apps/erpnext/erpnext/accounts/doctype/loyalty_program/loyalty_program.py,Customer isn't enrolled in any Loyalty Program,গ্রাহক কোনও আনুষ্ঠানিকতা প্রোগ্রামে নথিভুক্ত নয়
DocType: Bank Reconciliation,Account Currency,অ্যাকাউন্ট মুদ্রা
DocType: Lab Test,Sample ID,নমুনা আইডি
apps/erpnext/erpnext/accounts/general_ledger.py,Please mention Round Off Account in Company,কোম্পানি এ সুসম্পন্ন অ্যাকাউন্ট উল্লেখ করতে হবে
DocType: Purchase Receipt,Range,পরিসর
DocType: Supplier,Default Payable Accounts,ডিফল্ট পরিশোধযোগ্য অংশ
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py,Employee {0} is not active or does not exist,{0} কর্মচারী সক্রিয় নয় বা কোন অস্তিত্ব নেই
DocType: Fee Structure,Components,উপাদান
DocType: Support Search Source,Search Term Param Name,অনুসন্ধানের প্যারাম নাম
DocType: Item Barcode,Item Barcode,আইটেম বারকোড
DocType: Delivery Trip,In Transit,ট্রানজিটে
DocType: Woocommerce Settings,Endpoints,এন্ডপয়েন্ট
DocType: Shopping Cart Settings,Show Configure Button,কনফিগার বোতামটি প্রদর্শন করুন
DocType: Quality Inspection Reading,Reading 6,6 পঠন
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Cannot {0} {1} {2} without any negative outstanding invoice,না {0} {1} {2} ছাড়া কোনো নেতিবাচক অসামান্য চালান Can
DocType: Share Transfer,From Folio No,ফোলিও নং থেকে
DocType: Purchase Invoice Advance,Purchase Invoice Advance,চালান অগ্রিম ক্রয়
DocType: Shift Type,Every Valid Check-in and Check-out,প্রতিটি বৈধ চেক ইন এবং চেক আউট
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row {0}: Credit entry can not be linked with a {1},সারি {0}: ক্রেডিট এন্ট্রি সঙ্গে যুক্ত করা যাবে না একটি {1}
apps/erpnext/erpnext/config/accounting.py,Define budget for a financial year.,একটি অর্থবছরের বাজেট নির্ধারণ করুন.
DocType: Shopify Tax Account,ERPNext Account,ERPNext অ্যাকাউন্ট
apps/erpnext/erpnext/education/doctype/student_report_generation_tool/student_report_generation_tool.py,Provide the academic year and set the starting and ending date.,শিক্ষাগত বছর সরবরাহ করুন এবং শুরুর এবং শেষের তারিখটি সেট করুন।
apps/erpnext/erpnext/controllers/accounts_controller.py,{0} is blocked so this transaction cannot proceed,{0} অবরোধ করা হয় যাতে এই লেনদেনটি এগিয়ে যায় না
DocType: Budget,Action if Accumulated Monthly Budget Exceeded on MR,সংশোধিত মাসিক বাজেট এমআর অতিক্রম করেছে
DocType: Employee,Permanent Address Is,স্থায়ী ঠিকানা
DocType: Work Order Operation,Operation completed for how many finished goods?,অপারেশন কতগুলি সমাপ্ত পণ্য জন্য সম্পন্ন?
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Healthcare Practitioner {0} not available on {1},{1} এ স্বাস্থ্যসেবা অনুশীলনকারী {1} উপলব্ধ নয়
DocType: Payment Terms Template,Payment Terms Template,পেমেন্ট শর্তাদি টেমপ্লেট
apps/erpnext/erpnext/public/js/setup_wizard.js,The Brand,ব্র্যান্ড
DocType: Employee Tax Exemption Proof Submission,Rented To Date,তারিখ থেকে ভাড়া দেওয়া
DocType: Manufacturing Settings,Allow Multiple Material Consumption,একাধিক উপাদান ব্যবহার অনুমোদন
DocType: Employee,Exit Interview Details,প্রস্থান ইন্টারভিউ এর বর্ণনা
DocType: Item,Is Purchase Item,ক্রয় আইটেম
DocType: Bank Statement Transaction Invoice Item,Purchase Invoice,ক্রয় চালান
DocType: Manufacturing Settings,Allow multiple Material Consumption against a Work Order,একটি ওয়ার্ক অর্ডার বিরুদ্ধে একাধিক উপাদান ব্যবহার অনুমোদন
DocType: GL Entry,Voucher Detail No,ভাউচার বিস্তারিত কোন
DocType: Email Digest,New Sales Invoice,নতুন সেলস চালান
DocType: Stock Entry,Total Outgoing Value,মোট আউটগোয়িং মূল্য
DocType: Healthcare Practitioner,Appointments,কলকব্জা
apps/erpnext/erpnext/quality_management/doctype/quality_review/quality_review_list.js,Action Initialised,ক্রিয়া সূচনা
apps/erpnext/erpnext/public/js/account_tree_grid.js,Opening Date and Closing Date should be within same Fiscal Year,তারিখ এবং শেষ তারিখ খোলার একই অর্থবছরের মধ্যে হওয়া উচিত
DocType: Lead,Request for Information,তথ্যের জন্য অনুরোধ
DocType: Course Activity,Activity Date,ক্রিয়াকলাপের তারিখ
apps/erpnext/erpnext/erpnext_integrations/doctype/tally_migration/tally_migration.py,{} of {},{} এর {}
DocType: Sales Invoice Item,Rate With Margin (Company Currency),মার্জিনের সাথে রেট (কোম্পানির মুদ্রা)
apps/erpnext/erpnext/public/js/hub/Sidebar.vue,Categories,ধরন
apps/erpnext/erpnext/accounts/page/pos/pos.js,Sync Offline Invoices,সিঙ্ক অফলাইন চালান
DocType: Payment Request,Paid,প্রদত্ত
DocType: Service Level,Default Priority,ডিফল্ট অগ্রাধিকার
DocType: Program Fee,Program Fee,প্রোগ্রাম ফি
DocType: BOM Update Tool,"Replace a particular BOM in all other BOMs where it is used. It will replace the old BOM link, update cost and regenerate ""BOM Explosion Item"" table as per new BOM.
It also updates latest price in all the BOMs.","এটি ব্যবহার করা হয় যেখানে অন্য সব BOMs একটি বিশেষ BOM প্রতিস্থাপন। এটি পুরোনো BOM লিংকে প্রতিস্থাপন করবে, আপডেটের খরচ এবং নতুন BOM অনুযায়ী &quot;BOM Explosion Item&quot; টেবিলের পুনর্নির্মাণ করবে। এটি সব BOMs মধ্যে সর্বশেষ মূল্য আপডেট।"
DocType: Employee Skill Map,Employee Skill Map,কর্মচারী দক্ষতার মানচিত্র
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py,The following Work Orders were created:,নিম্নোক্ত কাজ করার আদেশগুলি তৈরি করা হয়েছে:
DocType: Salary Slip,Total in words,কথায় মোট
DocType: Inpatient Record,Discharged,কারামুক্ত
DocType: Material Request Item,Lead Time Date,সময় লিড তারিখ
,Employee Advance Summary,কর্মচারী অগ্রিম সারসংক্ষেপ
DocType: Asset,Available-for-use Date,উপলভ্য-ব্যবহারের তারিখ
DocType: Guardian,Guardian Name,অভিভাবকের নাম
DocType: Cheque Print Template,Has Print Format,প্রিন্ট ফরম্যাট রয়েছে
DocType: Support Settings,Get Started Sections,বিভাগগুলি শুরু করুন
DocType: Lead,CRM-LEAD-.YYYY.-,সিআরএম-লিড .YYYY.-
DocType: Invoice Discounting,Sanctioned,অনুমোদিত
,Base Amount,বেস পরিমাণ
