Period Name,期間名稱
Item Code cannot be changed for Serial No.,產品編號不能為序列號改變
UOM Conversion Factor,計量單位換算係數
Please enter Item Code to get Batch Number,請輸入產品代碼來獲得批號
Loyalty Point Entry,忠誠度積分
Default Item Group,預設項目群組
Time In Mins,分鐘時間
Supplier database.,供應商數據庫。
Contract Terms and Conditions,合同條款和條件
You cannot restart a Subscription that is not cancelled.,您無法重新啟動未取消的訂閱。
Balance Sheet,資產負債表
Cost Center For Item with Item Code ',成本中心與項目代碼“項目
Total Parents Teacher Meeting,總計家長教師會議
"Payment Mode is not configured. Please check, whether account has been set on Mode of Payments or on POS Profile.",付款方式未配置。請檢查是否帳戶已就付款方式或POS機配置文件中設置。
Same item cannot be entered multiple times.,同一項目不能輸入多次。
"Further accounts can be made under Groups, but entries can be made against non-Groups",進一步帳戶可以根據組進行，但條目可針對非組進行
Lead,潛在客戶
Payables,應付帳款
Course Intro,課程介紹
MWS Auth Token,MWS Auth Token,
Stock Entry {0} created,庫存輸入{0}創建
You don't have enough Loyalty Points to redeem,您沒有獲得忠誠度積分兌換
Please set associated account in Tax Withholding Category {0} against Company {1},請在針對公司{1}的預扣稅分類{0}中設置關聯帳戶
Row #{0}: Rejected Qty can not be entered in Purchase Return,行＃{0}：駁回採購退貨數量不能進入
Changing Customer Group for the selected Customer is not allowed.,不允許更改所選客戶的客戶組。
Purchase Order Items To Be Billed,欲付款的採購訂單品項
Updating estimated arrival times.,更新預計到達時間。
Enrollment Details,註冊詳情
Cannot set multiple Item Defaults for a company.,無法為公司設置多個項目默認值。
Net Rate,淨費率
Please select a customer,請選擇一個客戶
Purchase Invoice Item,採購發票項目
Stock Ledger Entries and GL Entries are reposted for the selected Purchase Receipts,針對所選的採購入庫單，存貨帳分錄和總帳分錄已經重新登錄。
Assessment Terms,評估條款
Item 1,項目1,
Holiday,節日
Close Issue After Days,關閉問題天后
You need to be a user with System Manager and Item Manager roles to add users to Marketplace.,您需要是具有System Manager和Item Manager角色的用戶才能將用戶添加到Marketplace。
Leave blank if considered for all branches,保持空白如果考慮到全部分支機構
Validity in Days,天數有效
Validity in Days,天數有效
C-form is not applicable for Invoice: {0},C-形式不適用發票：{0}
Name of Consultant,顧問的名字
Unreconciled Payment Details,未核銷付款明細
Member Activity,會員活動
Order Count,訂單數量
Order Count,訂單數量
Current Fiscal Year,當前會計年度
Group same items,組相同的項目
Disable Rounded Total,禁用圓角總
Sync in Progress,同步進行中
Parent Department,家長部門
'Entries' cannot be empty,“分錄”不能是空的
Maintenance Role,維護角色
Duplicate row {0} with same {1},重複的行{0}同{1}
Disable Marketplace,禁用市場
Trial Balance,試算表
Setting up Employees,建立職工
Hotel Reservation User,酒店預訂用戶
Subscription Settings,訂閱設置
Update Auto Repeat Reference,更新自動重複參考
Work Done,工作完成
Please specify at least one attribute in the Attributes table,請指定屬性表中的至少一個屬性
All Students,所有學生
Item {0} must be a non-stock item,項{0}必須是一個非庫存項目
View Ledger,查看總帳
Intervals,間隔
Reconciled Transactions,協調的事務
Linked Location,鏈接位置
"An Item Group exists with same name, please change the item name or rename the item group",具有具有相同名稱的項目群組存在，請更改項目名稱或重新命名該項目群組
Student Mobile No.,學生手機號碼
Rest Of The World,世界其他地區
The Item {0} cannot have Batch,該項目{0}不能有批
Yield UOM,產量UOM,
Budget Variance Report,預算差異報告
Is Item from Hub,是來自Hub的Item,
Get Items from Healthcare Services,從醫療保健服務獲取項目
Row {0}: Activity Type is mandatory.,行{0}：活動類型是強制性的。
Accounting Ledger,會計總帳
Difference Amount,差額
Reverse Charge,反向充電
Timing Detail,時間細節
05-Change in POS,05-更改POS,
Service Detail,服務細節
Item Description,項目說明
Student Sibling,學生兄弟
Supplied Items,提供的物品
Please set an active menu for Restaurant {0},請設置餐館{0}的有效菜單
Qty To Manufacture,製造數量
Maintain same rate throughout purchase cycle,在整個採購週期價格保持一致
Opportunity Item,項目的機會
Student and Guardian Contact Details,學生和監護人聯繫方式
Merge Account,合併科目
Row {0}: For supplier {0} Email Address is required to send email,行{0}：對於供應商{0}的電郵地址發送電子郵件
Temporary Opening,臨時開通
Employee Leave Balance,員工休假餘額
Balance for Account {0} must always be {1},科目{0}的餘額必須始終為{1}
More Info,更多訊息
Valuation Rate required for Item in row {0},行對項目所需的估值速率{0}
Scorecard Actions,記分卡操作
Example: Masters in Computer Science,舉例：碩士計算機科學
Supplier {0} not found in {1},在{1}中找不到供應商{0}
Rejected Warehouse,拒絕倉庫
Against Voucher,對傳票
Default Buying Cost Center,預設採購成本中心
"To get the best out of ERPNext, we recommend that you take some time and watch these help videos.",為得到最好的 ERPNext 教學，我們建議您花一些時間和觀看這些說明影片。
For Default Supplier (optional),對於默認供應商（可選）
Lead Time in days,交貨天期
Accounts Payable Summary,應付帳款摘要
Not authorized to edit frozen Account {0},無權修改凍結帳戶{0}
Get Outstanding Invoices,獲取未付發票
Sales Order {0} is not valid,銷售訂單{0}無效
Warn for new Request for Quotations,警告新的報價請求
Purchase orders help you plan and follow up on your purchases,採購訂單幫助您規劃和跟進您的購買
Lab Test Prescriptions,實驗室測試處方
"The total Issue / Transfer quantity {0} in Material Request {1}  \
							cannot be greater than requested quantity {2} for Item {3}",在材質要求總發行/傳輸量{0} {1} \不能超過請求的數量{2}的項目更大的{3}
"If Shopify not contains a customer in Order, then while syncing Orders, the system will consider default customer for order",如果Shopify不包含訂單中的客戶，則在同步訂單時，系統會考慮默認客戶訂單
Opening Invoice Creation Tool Item,打開發票創建工具項目
Cashier Closing Payments,收銀員結算付款
Employee Number,員工人數
Cancel Invoice After Grace Period,在寬限期後取消發票
Case No(s) already in use. Try from Case No {0},案例編號已在使用中（ S） 。從案例沒有嘗試{0}
% Completed,％已完成
Invoiced Amount (Exculsive Tax),發票金額（Exculsive稅）
Item 2,項目2,
Authorization Endpoint,授權端點
Auto re-order,自動重新排序
Total Achieved,實現總計
Place of Issue,簽發地點
Laboratory Testing Datetime,實驗室測試日期時間
Add Quote,添加報價
UOM coversion factor required for UOM: {0} in Item: {1},所需的計量單位計量單位：丁文因素：{0}項：{1}
Indirect Expenses,間接費用
Row {0}: Qty is mandatory,列#{0}：數量是強制性的
Agriculture,農業
Create Sales Order,創建銷售訂單
Accounting Entry for Asset,資產會計分錄
Block Invoice,阻止發票
Quantity to Make,數量
Sync Master Data,同步主數據
Repair Cost,修理費用
Your Products or Services,您的產品或服務
Failed to login,登錄失敗
Asset {0} created,資產{0}已創建
Special Test Items,特殊測試項目
You need to be a user with System Manager and Item Manager roles to register on Marketplace.,您需要是具有System Manager和Item Manager角色的用戶才能在Marketplace上註冊。
Website Image should be a public file or website URL,網站形象應該是一個公共文件或網站網址
This is a root item group and cannot be edited.,這是個根項目群組，且無法被編輯。
Merge,合併
Purchase Order,採購訂單
Fuel UOM,燃油計量單位
Warehouse Contact Info,倉庫聯絡方式
Write Off Difference Amount,核銷金額差異
Volunteer Name,志願者姓名
Rows with duplicate due dates in other rows were found: {0},發現其他行中具有重複截止日期的行：{0}
Shipping rule not applicable for country {0},運費規則不適用於國家/地區{0}
Foreign Trade Details,外貿詳細
Assessment Plan Status,評估計劃狀態
Serial No Details,序列號詳細資訊
Item Tax Rate,項目稅率
From Party Name,來自黨名
Group Roll Number,組卷編號
Group Roll Number,組卷編號
"For {0}, only credit accounts can be linked against another debit entry",{0}，只有貸方科目可以連接另一個借方分錄
Delivery Note {0} is not submitted,送貨單{0}未提交
Item {0} must be a Sub-contracted Item,項{0}必須是一個小項目簽約
Capital Equipments,資本設備
"Pricing Rule is first selected based on 'Apply On' field, which can be Item, Item Group or Brand.",基於“適用於”欄位是「項目」，「項目群組」或「品牌」，而選擇定價規則。
Please set the Item Code first,請先設定商品代碼
Doc Type,文件類型
Total allocated percentage for sales team should be 100,對於銷售團隊總分配比例應為100,
Billing Interval Count,計費間隔計數
Appointments and Patient Encounters,預約和患者遭遇
Department and Grade,部門和年級
Edit Description,編輯說明
For Supplier,對供應商
Setting Account Type helps in selecting this Account in transactions.,設置會計科目類型有助於在交易中選擇該科目。
Grand Total (Company Currency),總計（公司貨幣）
Create Print Format,創建打印格式
Fee Created,創建費用
Did not find any item called {0},沒有找到所謂的任何項目{0}
Items Filter,物品過濾
Criteria Formula,標準配方
Total Outgoing,出貨總計
"There can only be one Shipping Rule Condition with 0 or blank value for ""To Value""",只能有一個運輸規則條件為0或空值“ To值”
Duration,持續時間
"For an item {0}, quantity must be positive number",對於商品{0}，數量必須是正數
Note: This Cost Center is a Group. Cannot make accounting entries against groups.,注：該成本中心是一個集團。不能讓反對團體的會計分錄。
