DocType: Accounting Period,Period Name,ຊື່ໄລຍະເວລາ
apps/erpnext/erpnext/accounts/utils.py,"Payment Gateway Account not created, please create one manually.","ການຊໍາລະເງິນ Gateway ບັນຊີບໍ່ໄດ້ສ້າງ, ກະລຸນາສ້າງດ້ວຍຕົນເອງ."
DocType: Supplier Scorecard,Per Year,ຕໍ່ປີ
apps/erpnext/erpnext/education/doctype/student_applicant/student_applicant.py,Not eligible for the admission in this program as per DOB,ບໍ່ມີສິດໄດ້ຮັບການເຂົ້າຮຽນຢູ່ໃນໂຄງການນີ້ຕາມ DOB
DocType: Sales Invoice,Sales Taxes and Charges,ພາສີອາກອນການຂາຍແລະຄ່າບໍລິການ
DocType: Supplier Scorecard Period,PU-SSP-.YYYY.-,PU-SSP -YYYY.-
DocType: Vital Signs,Height (In Meter),ຄວາມສູງ (ໃນແມັດ)
DocType: Student,Sibling Details,ລາຍລະອຽດໃຫ້ແກ່ອ້າຍນ້ອງ
DocType: Vehicle Service,Vehicle Service,ການບໍລິການຍານພາຫະນະ
DocType: Employee,Reason for Resignation,ເຫດຜົນສໍາລັບການລາອອກ
DocType: Sales Invoice,Credit Note Issued,Credit Note ອອກ
DocType: Task,Weight,ນ້ໍາ
DocType: Payment Reconciliation,Invoice/Journal Entry Details,ໃບເກັບເງິນ / ວາລະສານລາຍລະອຽດການອອກສຽງ
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,{0} bank transaction(s) created,{0} ການເຮັດທຸລະ ກຳ ຂອງທະນາຄານສ້າງຂື້ນ
apps/erpnext/erpnext/accounts/utils.py,{0} '{1}' not in Fiscal Year {2},{0} {1} &#39;ບໍ່ໄດ້ຢູ່ໃນປີງົບປະມານ {2}
DocType: Buying Settings,Settings for Buying Module,ການຕັ້ງຄ່າສໍາຫລັບການຊື້ Module
apps/erpnext/erpnext/assets/doctype/asset_movement/asset_movement.py,Asset {0} does not belong to company {1},Asset {0} ບໍ່ໄດ້ຂຶ້ນກັບບໍລິສັດ {1}
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js,Please enter Purchase Receipt first,ກະລຸນາໃສ່ຮັບຊື້ຄັ້ງທໍາອິດ
DocType: Buying Settings,Supplier Naming By,ຜູ້ຜະລິດໂດຍຊື່
DocType: Activity Type,Default Costing Rate,ມາດຕະຖານຄ່າໃຊ້ຈ່າຍອັດຕາ
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Maintenance Schedule,ຕາຕະລາງການບໍາລຸງຮັກສາ
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,"Then Pricing Rules are filtered out based on Customer, Customer Group, Territory, Supplier, Supplier Type, Campaign, Sales Partner etc.","ກົດລະບຽບຫຼັງຈາກນັ້ນລາຄາຖືກກັ່ນຕອງອອກໂດຍອີງໃສ່ລູກຄ້າກຸ່ມລູກຄ້າ, ອານາເຂດ, ຜູ້ຜະລິດ, ປະເພດເຄື່ອງໃຊ້, ການໂຄສະນາ, Partner ຂາຍແລະອື່ນໆ"
DocType: Employee Promotion,Employee Promotion Details,ຂໍ້ມູນການສົ່ງເສີມການພະນັກງານ
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py,Net Change in Inventory,ການປ່ຽນແປງສຸດທິໃນສິນຄ້າຄົງຄັງ
DocType: Employee,Passport Number,ຈໍານວນຫນັງສືຜ່ານແດນ
DocType: Invoice Discounting,Accounts Receivable Credit Account,ບັນຊີສິນເຊື່ອທີ່ຕ້ອງຮັບ
apps/erpnext/erpnext/education/report/student_and_guardian_contact_details/student_and_guardian_contact_details.py,Relation with Guardian2,ຄວາມສໍາພັນກັບ Guardian2
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Manager,ຜູ້ຈັດການ
DocType: Payment Entry,Payment From / To,ການຊໍາລະເງິນຈາກ / ໄປ
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.js,From Fiscal Year,ຈາກປີງົບປະມານ
apps/erpnext/erpnext/selling/doctype/customer/customer.py,New credit limit is less than current outstanding amount for the customer. Credit limit has to be atleast {0},ຂອບເຂດຈໍາກັດການປ່ອຍສິນເຊື່ອໃຫມ່ແມ່ນຫນ້ອຍກວ່າຈໍານວນເງິນທີ່ຍັງຄ້າງຄາໃນປະຈຸບັນສໍາລັບລູກຄ້າ. ຂອບເຂດຈໍາກັດການປ່ອຍສິນເຊື່ອຈະຕ້ອງມີ atleast {0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Please set account in Warehouse {0},ກະລຸນາຕັ້ງບັນຊີໃນ Warehouse {0}
apps/erpnext/erpnext/controllers/trends.py,'Based On' and 'Group By' can not be same,&#39;ອ້າງອິງກ່ຽວກັບ&#39; ແລະ &#39;Group ໂດຍ&#39; ບໍ່ສາມາດຈະເປັນຄືກັນ
DocType: Sales Person,Sales Person Targets,ຄາດຫມາຍຕົ້ນຕໍຂາຍສ່ວນບຸກຄົນ
DocType: GSTR 3B Report,December,ທັນວາ
DocType: Work Order Operation,In minutes,ໃນນາທີ
DocType: Production Plan,"If enabled, then system will create the material even if the raw materials are available","ຖ້າເປີດໃຊ້ໄດ້, ລະບົບຈະສ້າງເອກະສານເຖິງແມ່ນວ່າວັດຖຸດິບຈະມີ"
apps/erpnext/erpnext/templates/pages/cart.html,See past quotations,ເບິ່ງການອ້າງອີງທີ່ຜ່ານມາ
DocType: Issue,Resolution Date,ວັນທີ່ສະຫມັກການແກ້ໄຂ
DocType: Lab Test Template,Compound,ສົມທົບ
DocType: Opportunity,Probability (%),ຄວາມເປັນໄປໄດ້ (%)
apps/erpnext/erpnext/patches/v11_0/add_default_dispatch_notification_template.py,Dispatch Notification,ແຈ້ງການຈັດສົ່ງ
apps/erpnext/erpnext/hr/doctype/employee_promotion/employee_promotion.js,Select Property,ເລືອກຊັບສິນ
DocType: Course Activity,Course Activity,ກິດຈະ ກຳ ຂອງລາຍວິຊາ
DocType: Student Batch Name,Batch Name,ຊື່ batch
DocType: Fee Validity,Max number of visit,ຈໍານວນການຢ້ຽມຢາມສູງສຸດ
DocType: Accounting Dimension Detail,Mandatory For Profit and Loss Account,ການບັງຄັບບັນຊີ ກຳ ໄລແລະຂາດທຶນ
,Hotel Room Occupancy,Hotel Room Occupancy
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Please set default Cash or Bank account in Mode of Payment {0},ກະລຸນາທີ່ກໍານົດໄວ້ເງິນສົດໃນຕອນຕົ້ນຫຼືບັນຊີທະນາຄານໃນຮູບແບບການຊໍາລະເງິນ {0}
apps/erpnext/erpnext/education/doctype/student_applicant/student_applicant.js,Enroll,ລົງທະບຽນ
DocType: GST Settings,GST Settings,ການຕັ້ງຄ່າສີມູນຄ່າເພີ່ມ
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py,Currency should be same as Price List Currency: {0},ເງິນສະກຸນເງິນຄວນຄືກັນກັບລາຄາລາຄາສະກຸນເງິນ: {0}
DocType: Selling Settings,Customer Naming By,ຊື່ລູກຄ້າໂດຍ
DocType: Student Leave Application,Will show the student as Present in Student Monthly Attendance Report,ຈະສະແດງໃຫ້ເຫັນນັກຮຽນເປັນປັດຈຸບັນໃນບົດລາຍງານການເຂົ້າຮ່ວມລາຍເດືອນນັກສຶກສາ
DocType: Depreciation Schedule,Depreciation Amount,ຈໍານວນເງິນຄ່າເສື່ອມລາຄາ
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js,Convert to Group,ປ່ຽນກັບ Group
DocType: Activity Cost,Activity Type,ປະເພດຂອງກິດຈະກໍາ
DocType: Request for Quotation,For individual supplier,ສໍາລັບການສະຫນອງບຸກຄົນ
DocType: BOM Operation,Base Hour Rate(Company Currency),ຖານອັດຕາຊົ່ວໂມງ (ບໍລິສັດສະກຸນເງິນ)
,Qty To Be Billed,Qty ທີ່ຈະຖືກເກັບເງິນ
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py,Delivered Amount,ຈໍານວນເງິນສົ່ງ
DocType: Coupon Code,Gift Card,ບັດຂອງຂວັນ
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,Reserved Qty for Production: Raw materials quantity to make manufacturing items.,Qty ສຳ ລັບການຜະລິດ: ຈຳ ນວນວັດຖຸດິບເພື່ອຜະລິດເປັນສິນຄ້າ.
DocType: Loyalty Point Entry Redemption,Redemption Date,ວັນທີ່ຖືກໄຖ່
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.py,This bank transaction is already fully reconciled,ການເຮັດທຸລະ ກຳ ຂອງທະນາຄານນີ້ແມ່ນມີການຄືນດີກັນແລ້ວ
DocType: Sales Invoice,Packing List,ບັນຊີການບັນຈຸ
apps/erpnext/erpnext/config/buying.py,Purchase Orders given to Suppliers.,ໃບສັ່ງຊື້ໃຫ້ກັບຜູ້ສະຫນອງ.
DocType: Contract,Contract Template,Template Contract
DocType: Clinical Procedure Item,Transfer Qty,Transfer Qty
DocType: Purchase Invoice Item,Asset Location,ສະຖານທີ່ຊັບສິນ
apps/erpnext/erpnext/projects/report/billing_summary.py, From Date can not be greater than To Date,ຈາກວັນທີບໍ່ສາມາດໃຫຍ່ກວ່າ To Date
DocType: Tax Rule,Shipping Zipcode,ສົ່ງ Zipcode
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Publishing,Publishing
DocType: Accounts Settings,Report Settings,Report Settings
DocType: Activity Cost,Projects User,ໂຄງການຜູ້ໃຊ້
apps/erpnext/erpnext/stock/report/itemwise_recommended_reorder_level/itemwise_recommended_reorder_level.py,Consumed,ການບໍລິໂພກ
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py,{0}: {1} not found in Invoice Details table,{0}: {1} ບໍ່ພົບເຫັນຢູ່ໃນຕາຕະລາງລາຍລະອຽດໃບແຈ້ງຫນີ້
DocType: Asset,Asset Owner Company,Asset Owner Company
DocType: Company,Round Off Cost Center,ຕະຫຼອດໄປສູນຕົ້ນທຶນ
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Maintenance Visit {0} must be cancelled before cancelling this Sales Order,Visit ບໍາລຸງຮັກສາ {0} ຕ້ອງໄດ້ຮັບການຍົກເລີກກ່ອນການຍົກເລີກການຂາຍສິນຄ້ານີ້
apps/erpnext/erpnext/templates/pages/help.html,What do you need help with?,ສິ່ງທີ່ທ່ານຈໍາເປັນຕ້ອງຊ່ວຍ?
DocType: Employee Checkin,Shift Start,Shift ເລີ່ມຕົ້ນ
apps/erpnext/erpnext/manufacturing/doctype/job_card/job_card.js,Material Transfer,ອຸປະກອນການຖ່າຍໂອນ
DocType: Cost Center,Cost Center Number,ຈໍານວນສູນຕົ້ນທຶນ
apps/erpnext/erpnext/buying/doctype/supplier_scorecard_variable/supplier_scorecard_variable.py,Could not find path for ,ບໍ່ສາມາດຊອກຫາເສັ້ນທາງສໍາລັບການ
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py,Opening (Dr),ເປີດ (Dr)
DocType: Compensatory Leave Request,Work End Date,ວັນສິ້ນສຸດການເຮັດວຽກ
DocType: Loan,Applicant,ຜູ້ສະຫມັກ
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Posting timestamp must be after {0},ປຊຊກິນເວລາຈະຕ້ອງຫຼັງຈາກ {0}
,GST Itemised Purchase Register,GST ລາຍການລົງທະບຽນຊື້
apps/erpnext/erpnext/regional/italy/setup.py,Applicable if the company is a limited liability company,ໃຊ້ໄດ້ຖ້າບໍລິສັດແມ່ນບໍລິສັດທີ່ຮັບຜິດຊອບ ຈຳ ກັດ
DocType: Course Scheduling Tool,Reschedule,ກໍານົດເວລາ
DocType: Item Tax Template,Item Tax Template,ແມ່ແບບລາຍການພາສີ
DocType: Loan,Total Interest Payable,ທີ່ຫນ້າສົນໃຈທັງຫມົດ Payable
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Reason for Hold,ເຫດຜົນຂອງ Hold
DocType: Landed Cost Taxes and Charges,Landed Cost Taxes and Charges,ລູກຈ້າງພາສີອາກອນແລະຄ່າໃຊ້ຈ່າຍຄ່າບໍລິການ
apps/erpnext/erpnext/regional/italy/utils.py,Row {0}: Please set at Tax Exemption Reason in Sales Taxes and Charges,ແຖວ {0}: ກະລຸນາ ກຳ ນົດຢູ່ໃນເຫດຜົນການຍົກເວັ້ນພາສີໃນການເກັບອາກອນແລະຄ່າບໍລິການ
DocType: Quality Goal Objective,Quality Goal Objective,ຈຸດປະສົງເປົ້າ ໝາຍ ຄຸນນະພາບ
DocType: Work Order Operation,Actual Start Time,ເວລາທີ່ແທ້ຈິງ
DocType: Purchase Invoice Item,Deferred Expense Account,ບັນຊີລາຍຈ່າຍລາຍຈ່າຍຂື້ນ
DocType: BOM Operation,Operation Time,ທີ່ໃຊ້ເວລາການດໍາເນີນງານ
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,Finish,ສໍາເລັດຮູບ
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js,Base,ຖານ
DocType: Timesheet,Total Billed Hours,ທັງຫມົດຊົ່ວໂມງບິນ
DocType: Pricing Rule Item Group,Pricing Rule Item Group,ກຸ່ມລະຫັດລາຄາ
DocType: Travel Itinerary,Travel To,ການເດີນທາງໄປ
apps/erpnext/erpnext/config/accounting.py,Exchange Rate Revaluation master.,ແມ່ບົດການປະເມີນອັດຕາແລກປ່ຽນ.
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Write Off Amount,ຂຽນ Off ຈໍານວນ
DocType: Leave Block List Allow,Allow User,ອະນຸຍາດໃຫ້ຜູ້ໃຊ້
